child,parent,description
E99T2-P-1936,E,Taos Pueblo 
E99T34-O-2010,E,The Lakotas and the Blak Hills : the struggle for sared ground 
E99T35-D-1966,E,Hano
E99T35-R-1916,E,Ethnobotany of the Tewa Indians 
E99T4-R-1995,E,Doing things the right way : Dene traditional justie in La La Martre
E99T55-H-1996,E,A history of the Timuua Indians and missions 
E99T58-S-1930,E,Wishramhnography 
E99T6-r-2005,E,Do glaiers listen : loal knowledge
E99T6-K-1956,E,The Tlingit Indians : results of a trip to the northwest oast of Ameria and the Bering Straits 
E99T6-S-1909,E,Tlingit myths and texts 
E99T75-B-2002,E,Maps and dreams : Indians and the British olumbia frontier 
E99T75-B-1981,E,Maps and dreams : Indians and the British olumbia frontier 
E99T77-B-1997,E,Killing the white man's Indian : reinventing native amerians at the end of the Twentieth entury 
E99T8-B-1902,E,Tsimshian texts 
E99U8-J-1972,E,The sun dane religion : power for the powerless 
E99U8-O-1998,E,Southern Ute women : autonomy and assimilation on the reservation
E99W2-S-2005,E,Faith and boundaries : olonists
E99W38-D-1966,E,The two Worlds of the Washo : an Indian tribe of alifornia and Nevada 
E99W56-M-1994,E,Eagle down is our law : Witsuwit'en law
E99W7-B-1963,E,The autobiography of a Winnebago Indian 
E99W7--1961,E,Mountain Wolf Woman
E99W7-R-1970,E,The Winnebago tribe 
E99W7-R-1949,E,The ulture of the Winnebago 
E99W7-R-1954,E,The evolution of an Amerian Indian prose epi : a study in omparative literature 
E99W7-R-1956,E,The trikster : a study in Amerian Indian mythology 
E99W78-h-1998,E,The Wintu & their neighbors : a very small world-system in northern alifornia 
E99Y15-K-1961,E,Ishi in two worlds : a biography of the last wild Indian in North Ameria 
E99Y3-a-1990,E,Journey to Ixtlan : the lessons of Don Juan 
E99Y3-a-1970,E,The teahings of Don Juan : a Yaqui way of knowledge 
E99Y3-a-1997,E,The teahings of Don Juan : a Yaqui way of knowledge.
E99Y3--1975,E,Seeing astaneda : reations to the Don Juan writings of arlos astaneda 
E99Y3--1980,E,The Don Juan Papers : further astaneda ontroversies 
E99Y3-a-1971,E,A separate reality : further onversations with Don Juan 
E99Y3-a-1974,E,Tales of Power 
E99Y3-a-1981,E,The Eagle's Gift 
E99Y3-a-1977,E,The seond ring of power 
E99Y3-D-1976,E,astenada's journey : the power and the allegory 
E99Y95-a-1951,E,Yuman Indian agriulture : primitive subsistene on the Lower olorado and Gila rivers 
E99Y96-F-1983,E,The Nelson Island eskimo : soial struture and ritual distribution 
E99Z9-R-1991,E,The Zuni man-woman 
E99Z9-T-1983,E,The spoken word and the work of interpretation 
EWHI-W-1996,E,The ulture of the old War 
Eundefined-A-1931,E,The eduation of Henry Adams 
Eundefined-A-1946,E,The eduation of Henry Adams 
Eundefined-A-2000,E,The eduation of Henry Adams : an autobiography 
EWRI-W-2002,E,12 million blak voies
