child,parent,description
JC49-C-1993,JC,Islam and the modern Muslim world 
JC599-D-1998,JC,Islam
JC49-I-1994,JC,Islam
JC49-K-1979,JC,"Ḥukūmah al-Islāmīyah. English+""Islamic government "
JV33-A-1954,JV,Islamic law in Africa 
JQ542-I-1984,JQ,Islamisation of Pakistan 
JC49-F-1991,JC,Islamisme
JQ1830-D-1989,JQ,Israël ultra-secret 
JK468-B-1995,JK,Killing hope : U.S. military and CIA interventions since World War II 
JC49-A-1986,JC,L'islam
JX1794-A-1967,JX,Le Consulat de Tanger
JQ3946-C-1988,JQ,Le makhzen politique au Maroc : hier & aujourd'hui 
JQ1825-B-1976,JQ,Legislative and political development : Lebanon
JC599-T-1992,JC,Making women talk : the interrogation of Palestinian women security detainees by the Israeli general security services 
JA82-L-1972,JA,Medieval political philosophy : a sourcebook 
JX4138-R-1966,JX,Mer Rouge et golfe d'Aqaba dans l'olution du droit international 
JQ1825-S-1973,JQ,Modernization without revolution ; Lebanon's experience.
JQ3396-G-1992,JQ,Muslim brotherhoods and politics in Senegal 
JS61-L-1967,JS,Muslim cities in the later Middle Ages 
JC311-K-1960,JC,Nationalism.
JX1974-F-1997,JX,Nuclear weapons and arms control in the Middle East 
JQ1825-G-1993,JQ,Oil monarchies : domestic and security challenges in the Arab Gulf States 
JV8749-A-1975,JV,"Open the gates! : A personal story of illegal"" immigration to Israel "
JV8749-H-1987,JV,"Ruaḥ ḳadim. English+""Operation Babylon "
JQ1825-S-1987,JQ,Organisation of government under the Prophet 
JC49-H-1980,JC,Origins of modern Arab political thought 
JQ1825-B-1980,JQ,Ottoman rule in Damascus
JQ552-C-1988,JQ,Pakistan
JX4084-C-1974,JX,Palestine and international law : the legal aspects of the Arab-Israeli conflict.
JQ1698-S-1962,JQ,Parties and politics in contemporary Japan 
JF274-P-1977,JF,Patrons and clients in Mediterranean societies 
JQ1758-D-1975,JQ,Patterns of political leadership : Egypt
JC49-A-1991,JC,Political Islam : religion and politics in the Arab world 
JQ1825-L-1967,JQ,Political parties in Lebanon ; the challenge of a fragmented political culture 
JQ1825-J-1982,JQ,Political parties in the West Bank under Jordanian regime 1949-1967 
JQ1758-P-1994,JQ,Political parties of the Middle East and North Africa 
JC49-M-1996,JC,Political science : an Islamic perspective 
JA84-K-1970,JA,Political trends in the Arab world : the role of ideas and ideals in politics 
JQ1805-D-1969,JQ,Politics and government in Turkey 
JQ3595-H-1975,JQ,Politics and government of revolutionary Libya 
JQ3189-A-1970,JQ,Politics in North Africa : Algeria
JC49-K-1979,JC,"Ḥukūmah al-Islāmīyah. French+""Pour un gouvernement islamique "
JQ629-I-1995,JQ,Profiles of intelligence 
JQ1825-K-1989,JQ,Republic of fear : the politics of modern Iraq 
JQ1850-Q-1975,JQ,Revolutionary transformation in the Arab world : Habash and his comrades from nationalism to Marxism 
JZ3700-S-1997,JZ,Rivers of discord : international water disputes in the Middle East 
JQ1758-R-1993,JQ,Rules and rights in the Middle East : democracy
JC67-J-1955,JC,Sacral kingship in ancient Israel 
JX1588-T-1960,JX,Sahara et communauté 
JV8749-H-1991,JV,"Peliṭim menatsḥim imperyah. English+""Second Exodus : the full story of Jewish illegal immigration to Palestine"
JQ1758-M-1982,JQ,Self-determination in the Middle East 
JQ3292-P-1966,JQ,Sociologie électorale en Afrique du Nord 
JQ1850-S-1991,JQ,Statecraft in the Middle East : oil
JX3091-R-1980,JX,Studies in international law and diplomatic practice 
JC599S95-S-1991,JC,Syria unmasked : the suppression of human rights by the Asad regime 
JX4131-S-1967,JX,Territorial and historical waters in international law 
JX4084-T-1994,JX,Territorial foundations of the Gulf states 
JC599-T-1996,JC,Testimonies from the Iraqi dungeons : an appeal to human conscience 
JN1129-O-1990,JN,A history of the Conservative Party- The Age of Balfour and Baldwin 1902-1940 
JZ1572-F-1954,JZ,The Anglo-Iranian oil dispute of 1951-1952 : a study of the role of law in the relations of states 
JQ1825-P-1988,JQ,The Arab Gulf states : steps toward political participation 
JQ1850-M-1992,JQ,The Arab world : nation
JQ1825-R-1987,JQ,The Baʼth and the creation of modern Syria 
JC599-B-1995,JC,"The bedoons of Kuwait : citizens without citizenship"" "
JX1784-P-1971,JX,The Cinderella service ; British consuls since 1825 
JZ1163-F-1997,JZ,The diplomat's dictionary 
JQ3831-P-1988,JQ,The Egyptian bureaucracy 
JA84-W-1972,JA,The evolution of the Egyptian national image : from its origins to Ahmad Lutfi al-Sayyid 
JN9711-D-1963,JN,The first Ottoman constitutional period ; a study of Midhat Constitution and Parliament.
JQ1825-B-1963,JQ,The Government of the State of Israel : a critical account of its parliament
JX4521-G-1993,JX,The Gulf War 1990-1991 in international and English law 
JX1581-Z-1987,JX,Law
JX4422-H-1979,JX,The Middle Eastern States and the law of the sea 
JQ1758-W-1963,JQ,The modernization of administration in the Near East 
JX1954-R-1992,JX,The new world order : a perspective on the post-Cold War era 
JQ1849-S-2004,JQ,The old social classes and the revolutionary movements of Iraq : a study of Iraq's old landed and commercial classes and of its Communists
JQ1825-S-1982,JQ,The old social classes and the revolutionary movements of Iraq : a study of Iraq's old landed and commercial classes and of its Communists
JX4084-S-1991,JX,The other walls : the Arab-Israeli peace process in a global perspective 
JX4084-N-1991,JX,The Palestine Liberation Organization : from armed struggle to the Declaration of Independence 
JX4084-Y-1970,JX,The Palestine question and international law 
JQ1825-B-1957,JQ,The politics of Israel : the first decade of statehood 
JS7006-S-1973,JS,The provincial government of the Mughals
JX1246-S-1996,JX,The scourging of Iraq : sanctions
JQ1825-O-1983,JQ,The unJewish state : the politics of Jewish identity in Israel 
JC49-A-1981,JC,The social contract and the Islamic state 
JQ3824-A-1991,JQ,The state and public policies in Egypt since Sadat 
JQ3981-B-1989,JQ,The Sudan political service 1902-1952 : a preliminary register of second careers 
JQ1825-K-1990,JQ,The Syrian Social Nationalist Party : its ideology and early history 
JX1977-U-1996,JX,The United Nations and the Iraq-Kuwait conflict
JQ559-N-1994,JQ,The vanguard of the Islamic revolution : the Jamaʻat-i Islami of Pakistan 
JQ629-J-1994,JQ,The vanguard of the Islamic revolution : the Jamaʻat-i Islami of Pakistan 
JQ3898-J-1982,JQ,The Wafd
JQ1780-L-1980,JQ,Theory and practice in medieval Persian government 
JN1088-T-1998,JN,Trial by conspiracy 
JK468-G-1993,JK,Trail of the octopus : from Beirut to Lockerbie--inside the DIA 
JX1705-M-1977,JX,Uncertain greatness : Henry Kissinger and American foreign policy 
JX4475-A-1992,JX,United Nations Conciliation Commission for Palestine
JX1977-U-1978,JX,United Nations Resolutions on Palestine and the Arab-Israeli Conflict
JX1977-U-1979,JX,United Nations resolutions on Palestine : and the Arab Israeli conflict
JX1977-U-1981,JX,United Nations resolutions on Palestine and the Arab-Israeli conflict
JX1977-H-1975,JX,United Nations Resolutions on Palestine and the Arab-Israeli conflict
JX1977-H-1973,JX,United Nations resolutions on Palestine
JX5419-W-1983,JX,Witness of war crimes in Lebanon 
JZ6385-F-2007,JZ,The war of the world : history's age of hatred 
JQ1830-D-1998,JQ,The Jewish state : a century later 
JZ1480-H-2002,JZ,Unholy wars : Afghanistan
JV8739-B-2006,JV,Citizens abroad : emigration and the state in the Middle East and North Africa 
JQ1841-Y-1997,JQ,The remaking of Saudi Arabia : the struggle between King Saʻud and Crown Prince Faysal
JX238-M-1993,JX,The Iran-United States Claims Tribunal : the first ten years
JQ1840-H-1999,JQ,All in the family : absolutism
JC49-W-1998,JC,Islamic political thought 
JC328-F-1995,JC,Coping with the state : political conflict and crime in the Ottoman Empire
JC49-B-2001,JC,The history of Islamic political thought : from the prophet to the present 
JQ3898-K-1999,JQ,In the guise of democracy : governance in contemporary Egypt 
JQ3831-S-1995,JQ,The State and its servants : administration in Egypt from Ottoman times to the present 
JQ1758-T-1990,JQ,Tribes and state formation in the Middle East 
JQ1830-H-1998,JQ,Muslim Palestine : the ideology of Ḥamās 
JC49-S-2003,JC,Liberalism and the contestation of Islamic sovereignty 
JV8739-S-1984,JV,International migration for employment in the Middle East : an introductory bibliography 
JV8977-F-1982,JV,The geographical interpretation of international migration : a case study of the Maghreb 
JC599-K-1993,JC,Kuwait : closes all human rights organizations.
JC571-H-1990,JC,The Human rights reader 
JA79-H-,JA,Ethics in hard times 
JC31-A-1996,JC,"Imagined communities. Français+""L'Imaginaire national : réflexions sur l'origine et l'essor du nationalisme "
JC599-B-1986,JC,Ben Barka vingt ans après : les droits de l'homme au Maroc.
JV51-P-2001,JV,Postcolonial discourses : an anthology 
JV51-C-2004,JV,Discours sur le colonialisme ; suivi du
JQ3198-G-2003,JQ,Dangerous alliances : civil society
JC381-G-1998,JC,"Structure du sérail. English+""The sultan's court : European fantasies of the East "
JV51-M-1985,JV,Portrait du colonisé
JV51-M-1974,JV,"Portrait du colonisé. English+""The colonizer and the colonized "
JC93-A-2007,JC,Imperial ideology and political thought in Byzantium (1204-1330) 
JC66-D-2006,JC,Arsinoitēs Nomos : administration of the Fayum under Roman Rule 
JA84-B-2012,JA,China : the political philosophy of the middle kingdom 
JQ3096-U-2005,JQ,Contesting the Nigerian state : civil society and the contradictions of self-organization 
JN30-P-2013,JN,A dictionary of the European Union 
JZ5538-R-2013,JZ,Discourse
JF1525-E-2013,JF,E-government success factors and measures : theories
JN40-E-2013,JN,Enacting European citizenship 
JN33-G-2013,JN,Enlarging the European Union : the commission seeking influence
JZ1570-J-2013,JZ,The EU's democracy promotion and the Mediterranean neighbours : orientation
JZ6369-H-2013,JZ,The history and practice of humanitarian intervention and aid in Africa 
JN40-K-2013,JN,Is Europe listening to us? : successes and failures of EU citizen consultations 
JF801-M-2013,JF,Multilevel citizenship 
JZ1318-A-2013,JZ,New age globalization : meaning and metaphors 
JF799-N-2013,JF,New technology
JF2112-P-2013,JF,Political marketing : strategic 'campaign culture' 
JQ231-P-2013,JQ,Public administration in South Asia : India
JQ231-M-2013,JQ,Public policy and politics in India 
JZ1305-R-2013,JZ,Relational
JV7590-S-2013,JV,Shifting boundaries of belonging and new migration dynamics in Europe and China 
JQ1769-S-2013,JQ,Transitional justice in South Asia : a study of Afghanistan and Nepal 
JF1081-H-2013,JF,Corruption
JC479-T-2013,JC,The double crisis of the welfare state and what we can do about it 
JV7590-R-2013,JV,The EU and immigration policies : cracks in the walls of fortress Europe? 
JZ1318-B-2013,JZ,Global civil society and transversal hegemony : the globalization-contestation nexus 
JZ5538-G-2013,JZ,Globalization
JZ1318-G-2013,JZ,Governing the world? : cases in global governance 
JV305-I-2013,JV,Irish and Scottish encounters with indigenous peoples : Canada
JC497-G-2013,JC,Legitimacy and revolution in a society of masses : Max Weber
JN36-K-2013,JN,Lobbying in the European Union : interest groups
JZ1480-R-2013,JZ,Mechanistic realism and US foreign policy : a new framework for analysis 
JV6035-M-2013,JV,Migration : practices
JC481-E-2013,JC,Nazism as Fascism : violence
JZ6374-E-2013,JZ,Political aspirations and perils of security : unpacking the military strategy of the United Nations 
JN1129-B-2013,JN,Portrait of a party : the Conservative Party in Britain 1918-1945 
JZ6385-M-2013,JZ,Proxy warfare 
JZ4839-R-2013,JZ,Routledge handbook of international organization 
JC423-U-2013,JC,US foreign policy and democracy promotion 
JN979-A-2013,JN,The aftermath of suffrage : women
JZ1308-D-2013,JZ,Being in the world : dialogue and cosmopolis 
JZ1305-B-2013,JZ,Class
JZ5595-S-2013,JZ,Conflict assessment and peacebuilding planning : toward a participatory approach to human security 
JZ1570-E-2013,JZ,The EU and its neighbours : values versus security in European foreign policy 
JN175-E-2013,JN,European contexts for English republicanism 
JN13-E-2013,JN,The Europeanization of European politics 
JZ1318-W-2013,JZ,Global governance : what? why? whither? 
JN318-M-2013,JN,How Europe shapes British public policy  
JZ6300-A-2013,JZ,Improving international capacity development : bright spots 
JN96-M-2013,JN,Institutional legacies of communism : change and continuities in minority protection 
JZ1238-B-2013,JZ,International relations discipline in France : writing between discipline and state 
JA71-G-2013,JA,Models of political competence : the evolution of political norms in the works of Burgundian and Habsburg court historians
JF1351-T-2013,JF,Policy alienation and the power of professionals : confronting new policies 
JN12-T-2013,JN,Post-communist democracies and party organization 
JF1061-P-2013,JF,Power sharing in deeply divided places 
JC574-W-2013,JC,The progressive revolution : liberal fascism through the ages. Volume II
JQ1828-K-2013,JQ,Reproducing sectarianism : advocacy networks and the politics of civil society in postwar Lebanon 
JZ6009-S-2013,JZ,Shaping South East Europe's security community for the twenty-first century : trust
JV7633-A-2013,JV,Us and them? : the dangerous politics of immigration control 
JC337-C-2013,JC,Civil society in the age of monitory democracy 
JZ1570-V-2013,JZ,EU effectiveness and unity in multilateral negotiations : more than the sum of its parts? 
JQ3756-K-2013,JQ,Federalism and ethnic conflict in Ethiopia : a comparative regional study 
JV1060-G-2013,JV,The government and administration of Africa
JC251-H-2013,JC,Leo Strauss and the invasion of Iraq : encountering the abyss 
JA71-N-2013,JA,The loss and recovery of truth : selected writings 
JC311-N-2013,JC,Nationalism and war 
JZ6009-N-2013,JZ,New security challenges in Asia 
JV6255-O-2013,JV,Outsiders no more? : models of immigrant political incorporation 
JZ5330-P-2013,JZ,Parliamentary dimensions of regionalization and globalization : the role of inter-parliamentary institutions 
JN5591-D-2013,JN,A political history of national citizenship and identity in Italy
JN8210-P-2013,JN,Politics and society in contemporary Spain : from Zapatero to Rajoy 
JN329-L-2013,JN,Voice and equality : the state of electronic democracy in Britain 
JQ751-S-2013,JQ,Burma
JQ292-K-2013,JQ,Measuring voting behaviour in India 
JF1051-O-2013,JF,Transitions from authoritarian rule. Tentative conclusions about uncertain democracies 
JPRaf-M-2013,JP,Five little ducks 
JEArn-M-2013,JE,Fly Guy meets Fly Girl 
JEArn-M-2013,JE,Hooray for Fly Guy! 
JPRil-M-2013,JP,Mouse mess 
JPWeu-M-2013,JP,"Nasreddine. English+""Nasreddine "
JPCou-M-2013,JP,Peck
JPLit-M-2013,JP,Pete the cat and his four groovy buttons 
JPKan-M-2013,JP,Silverlicious 
JPSco-M-2013,JP,Splat and the cool school trip 
JPWil-M-2013,JP,That is not a good idea! 
JPSha-M-2013,JP,The three triceratops Tuff 
JPShe-M-2013,JP,Unicorn thinks he's pretty great 
JPCar-M-2013,JP,The very hungry caterpillar 
JPWhe-M-2013,JP,The wheels on the bus 
JPWat-M-2013,JP,Scaredy squirrel goes camping 
JPCab-M-2013,JP,Twinkle
JZ1306-S-2013,JZ,Alternative accountabilities in global politics : the scars of violence 
JQ1729-C-2012,JQ,Democracy after democratization : the Korean experience 
JZ5625-H-2011,JZ,The global partnership against WMD : success and shortcomings of G8 threat reduction since 9
JN97-M-2012,JN,The politics of nation-building : making co-nationals
JK585-S-2012,JK,The presidency and public policy : the four arenas of presidential power 
JF1351-G-2013,JF,Public management : a critical text 
JC71-P-2012,JC,"Republic. English+""Republic "
JK216-T-1994,JK,"De la démocratie en Amérique. English+""Democracy in America "
JK1764-M-2012,JK,Democracy in the making : the Open Forum lecture movement 
JC599-B-2012,JC,Emerging regional human rights systems in Asia 
JV6255-I-2013,JV,Immigration and public opinion in liberal democracies 
JZ1745-J-2013,JZ,Japan and reconciliation in post-war Asia : the Murayama statement and its implications 
JC330-C-2012,JC,Leadership by resentment : from 'ressentiment' to redemption 
JK1957-S-2013,JK,Party pursuits and the presidential-house election connection
JQ1758-P-2010,JQ,Politics & society in the contemporary Middle East 
JZ5538-P-2013,JZ,Preventing violence and achieving world peace : the contributions of the Gülen movement 
JC143-M-2013,JC,"Principe. English+""The prince "
JC71-P-1992,JC,"Republic. English+""The republic "
JA85-P-2013,JA,Rhetoric
JQ776-C-2010,JQ,The road from authoritarianism to democratization in Indonesia 
JC375-T-2013,JC,The social and economic origins of monarchy in Jordon 
JN40-S-2013,JN,Society and democracy in Europe 
JV6483-V-2013,JV,Suburban crossroads : the fight for local control of immigration policy 
JQ3330-A-2010,JQ,Tunisia : stability and reform in the modern Maghreb 
JA86-S-2013,JA,Understanding third world politics : theories of political change and development 
JQ1842-Y-2010,JQ,Yemen on the brink 
JC571-E-2013,JC,Intellectual citizenship and the problem of incarnation 
JA85-E-2012,JA,The permanent campaign : new media
JA85-P-2012,JA,Political marketing in Canada 
JC323-A-2011,JC,The Ashgate research companion to border studies 
JZ1628-G-2013,JZ,The politics of energy and memory between the Baltic States and Russia 
JK276-B-2012,JK,Critical thinking and American government : exercises and applications 
JZ6385-D-2011,JZ,Do democracies win their wars? 
JZ6045-P-2011,JZ,Preventing conflict
JC51-S-2011,JC,State formation in Italy and Greece : questioning the neoevolutionist paradigm 
JZ1242-S-2012,JZ,Cases in international relations 
JC423-N-2011,JC,The children of light and the children of darkness : a vindication of democracy and a critique of its traditional defense 
JN30-B-2012,JN,The European Union : a beginner's guide 
JV7933-S-2012,JV,The politics of immigration in France
JK421-C-2012,JK,The public administration casebook 
JA71-C-2012,JA,Rawlsian political analysis : rethinking the microfoundations of social science 
JA71-N-2012,JA,Reason
JZ1234-S-2012,JZ,Research and writing in international relations 
JX1395-K-2012,JX,Power and interdependence 
JZ4997-S-2011,JZ,Against the world : South Africa and human rights at the United Nations 1945-1961 
JZ1582-U-2012,JZ,Austria (-Hungary) and its consulates in the United States of America since 1820 
JA85-M-2012,JA,Making the case : advocacy and judgment in public argument 
JC359-B-2012,JC,Rational empires : institutional incentives and imperial expansion 
JV7590-L-2011,JV,Looming shadows : migration and integration at a time of upheaval : European and American perspectives 
JA71-S-2012,JA,Political philosophy 
JK275-W-2011,JK,Politics in action : cases from the frontlines of American government 
JA75-S-2012,JA,Global ecopolitics : crisis
JC311-R-2012,JC,Recreating democracy in a globalized state 
JQ2951-U-2011,JQ,Uganda presidential and parliamentary elections : 18 February 2011 
JC257-V-2011,JC,Virtue and politics : Alasdair MacIntyre's revolutionary Aristotelianism 
JA71-B-2012,JA,What is political theory and why do we need it? 
JZ5538-C-2012,JZ,Why peace fails : the causes and prevention of civil war recurrence 
JK421-S-2011,JK,Cases in public policy and administration 
JQ1758-P-2009,JQ,Publics
JC571-T-2012,JC,Transitional justice and displacement 
JC478-C-2013,JC,The Chinese corporatist state : adaption
JC71-P-2013,JC,Republic 
JQ1512-E-2013,JQ,The Chinese imperial examination system : an annotated bibliography 
JN900-W-2012,JN,Political participation in Britain : the decline and revival of civic culture 
JN6695-H-2013,JN,Putin's 'preventive counter-revolution' : post-Soviet authoritarianism and the spectre of velvet revolution 
JN40-O-2012,JN,Transnational citizenship in the European Union : past
JN9649-D-2012,JN,Corruption in Serbia : from black box to transparent policy making 
JZ1305-E-2011,JZ,Essential readings in world politics 
JN30-H-2012,JN,Has the European experiment failed? : Ferguson and Joffe vs. Mandelson and Cohn-Bendit : the Munk debate on Europe 
JC571-S-2013,JC,The state of economic and social human rights : a global overview 
JZ5588-B-2011,JZ,Building new pathways to peace 
JZ1570-H-2012,JZ,A diplomatic entrepreneur : making the most of the European External Action Service 
JC233-H-2012,JC,"Vorlesungen über Naturrecht und Staatswissenschaft. English+""Lectures on natural right and political science : the first philosophy of right : Heidelberg 1817-1818 with additions from the lectures of 1818-1819 "
JA74-P-2012,JA,Psychoanalysis and politics : exclusion and the politics of representation 
JQ1510-D-2012,JQ,China's political system : modernization and tradition 
JZ1318-I-2012,JZ,International relations theory and regional transformation 
JN96-N-2011,JN,Nations in Transit 2011 : democratization from Central Europe to Eurasia 
JC359-W-2011,JC,Postmodern imperialism : geopolitics and the great games 
JV6483-V-2012,JV,Visa security : enforcement and challenges 
JA85-C-2011,JA,Communication in the 2008 U.S. election : digital natives elect a President 
JQ1879-P-2011,JQ,Preventing electoral violence in Africa 
JV7633-S-2011,JV,The migration debate 
JC574-N-2012,JC,Neoliberalism in crisis 
JQ1828-H-2009,JQ,Hezbollah : the story of the party of God : from Revolution to institutionalization 
JZ4974-P-2012,JZ,Catalysts for change : how the UN's independent experts promote human rights 
JQ1080-M-2011,JQ,Chaos
JQ1509-F-2012,JQ,China experiments : from local innovations to national reform 
JQ1826-R-2012,JQ,Civil society and the state in Syria : the outsourcing of social responsibility 
JC71-A-2005,JC,"Beʼur le-sefer hanhagat ha-medinah le-Aplaṭon. English+""Averroes on Plato's Republic "
JQ1758-C-2000,JQ,Citizenship and the state in the Middle East : approaches and applications 
JK1967-K-2013,JK,Leading men : presidential campaigns and the politics of manhood 
JC153-H-2013,JC,Leviathan : authoritative text
JV6217-M-2013,JV,The migration industry and the commercialization of international migration 
JA85-F-2012,JA,Persuasion and power : the art of strategic communication 
JC143-M-1992,JC,"Principe. English+""The prince : a revised translation"
JQ1785-F-2001,JQ,Safavid government institutions 
JF799-S-2011,JF,Sociological routes and political roots 
JN6520-I-2012,JN,Speaking Soviet with an accent : culture and power in Kyrgyzstan 
JC71-M-2012,JC,A stranger's knowledge : statesmanship
JZ1310-R-2012,JZ,Twenty-first-century world powers and changing alignments 
JZ1480-I-2011,JZ,Unfinished business : an American strategy for Iraq moving forward 
JZ5588-S-2012,JZ,Security and development in global politics : a critical comparison 
JV6217-U-2011,JV,Unravelling migrants as transnational agents of development : social spaces in between Ghana and Germany 
JF799-V-2011,JF,Vitalizing democracy through participation : Reinhard Mohn Prize 2011 
JF51-D-2011,JF,State formation
JN1129-D-2011,JN,New Labour and the European Union : Blair and Brown's logic of history 
JN50-P-2012,JN,Party government in the new Europe 
JZ5578-F-2012,JZ,Peacebuilding with women in Ukraine : using narrative to envision a common future 
JZ5538-P-2012,JZ,Post-war security transitions : participatory peacebuilding after asymmetric conflicts 
JA85-H-2012,JA,Prisoners of conscience : moral vernaculars of political agency 
JC480-V-2013,JC,Promoting authoritarianism abroad 
JA71-O-2011,JA,The quest to understand human affairs 
JZ1308-H-2011,JZ,Selected writing of John A. Hobson
JQ750-P-2012,JQ,Party politics in Southeast Asia : clientelism and electoral competition in Indonesia
JZ5538-C-2013,JZ,Peacebuilding and NGOs : state-civil society interactions 
JZ5538-S-2012,JZ,Peacebuilding through community-based NGOs : paradoxes and possibilities 
JN15-G-2012,JN,A political theory of identity in European integration : memory and policies 
JV51-A-2012,JV,The post-colonial state in the era of capitalist globalization : historical
JF1525-P-2013,JF,Public sector transformation through e-government : experiences from Europe and North America 
JF1525-P-2012,JF,Public service
JQ1841-S-2012,JQ,Regime stability in Saudi Arabia : the challenge of succession 
JC423-W-2013,JC,The rhetorical surface of democracy : how deliberative ideals undermine democratic politics 
JZ1480-R-2012,JZ,Routledge handbook of American foreign policy 
JC423-R-2012,JC,Routledge handbook of democratization 
JZ1405-B-2012,JZ,The Palgrave Macmillan dictionary of diplomacy [microform] 
JF1001-T-2011,JF,Political campaign communication : principles and practices 
JF1001-L-2011,JF,Political campaigning
JQ1840-P-2011,JQ,Political change in the Arab Gulf States : stuck in transition 
JN1561-B-2012,JN,Political corruption in Ireland 1922-2010 : a crooked harp? 
JF1351-B-2012,JF,The political economy of public sector governance 
JZ1305-R-2012,JZ,Routledge handbook of diplomacy and statecraft 
JZ5675-O-2012,JZ,Over the horizon proliferation threats 
JF229-P-2012,JF,Parliamentary oversight tools : a comparative analysis 
JZ5538-D-2012,JZ,Peacebuilding and local ownership : post-conflict and consensus-building 
JA71-L-2012,JA,The politics of logic : Badiou
JZ1308-G-2012,JZ,The politics of speed : capitalism
JZ1242-S-2012,JZ,Power and progress : international politics in transition 
JZ5830-K-2012,JZ,Preventing a biochemical arms race 
JC251-D-2012,JC,The public and its problems : an essay in political inquiry 
JA74-K-2011,JA,Public passion : rethinking the grounds for political justice 
JZ1405-S-2012,JZ,Real-time diplomacy : politics and power in the social media era 
JN40-R-2012,JN,Rethinking democracy and the European Union 
JZ4841-W-2013,JZ,The role of American NGOs in China's modernization : invited influence 
JZ6009-C-2012,JZ,Security challenges in the Euro-Med area in the 21st century : Mare Nostrum 
JN94-H-2012,JN,New challenger parties in western Europe : a comparative analysis 
JZ5548-P-2011,JZ,Pacifism 
JF511-P-2012,JF,Parliamentary roles in modern legislatures 
JN94-H-2011,JN,Parties
JA85-S-2012,JA,Political communication and political culture in England
JA84-E-2012,JA,Sacred discourse and American nationality 
JC171-S-2011,JC,The secular contract : the politics of enlightenment 
JZ6009-P-2013,JZ,Security community in South Asia : India-Pakistan 
JA71-F-2011,JA,Social and political thought of Julius Evola 
JZ1480-C-2012,JZ,The national security doctrines of the American presidency : how they shape our present and future 
JF1351-D-2011,JF,The new public service : serving
JZ6009-K-2013,JZ,North American regional security : a trilateral framework? 
JA85-P-2012,JA,Politics and the Twitter revolution : how tweets influence the relationship between political leaders and the public 
JV5227-R-2012,JV,Reading colonial Japan : text
JZ5675-S-2012,JZ,Security assurances and nuclear nonproliferation 
JK9-O-2012,JK,The Oxford encyclopedia of American political and legal history 
JF2112-P-2011,JF,Political marketing 
JZ6009-S-2012,JZ,Security and stability in the Middle East 
JC327-G-2012,JC,The state of sovereignty : lessons from the political fiction of modernity 
JS78-K-2012,JS,Struggling giants : city-region governance in London
JQ3981-S-2012,JQ,Sudanese Communist Party : ideology and party politics 
JZ1480-W-2011,JZ,U.S. presidents and foreign policy mistakes 
JZ5584-E-2010,JZ,Understanding the Somalia conflagration : identity
JZ6368-U-2011,JZ,Unraveling internal conflicts in East Asia and the Pacific : incidence
