CallNumber,Author,Title,ISBN,PubName,PubYear
JC 5150 (Uni),University of Sussex. Science Policy Research Unit.,A preliminary examination of intergovernmental co-operation in science and technology affecting Western Europe (Project Perseus).,,SPRU,1971
JC 5150 (Wil),"Williams, Roger.",European technology : the politics of collaboration /,9780856640308; 0856640301,Croom Helm,1973
JC 5150 Ger (Wei),"Weizsacker, C. F.",Gedanken uber unsere Zukunft : drei Reden /,,Vandenhoeck,1967
JC 5150 Spa (Cie),,Ciencia y politica.,,Ediciones del Movimiento,1965
JC 5150 Swi (Org),Organisation for Economic Co-operation and Development.,Reviews of national science policy : Switzerland.,,,1971
JC 5150 UK (Ass),Association of Scientific Workers.,Science and the nation.,9780715354773; 0715354779,Penguin Books,1947
JC 5150 UK (Fre),"Freeman, Christopher.",Government Policies for Industrial Innovation /,,Birkbeck College,1978
JC 5150 UK (GUM),"Gummett, Philip.",Scientists in Whitehall /,9780719007910; 0719007917,Manchester University Press,1980
JC 5150 UK (Gow),"Gowing, Margaret.","Britain and Atomic Energy, 1939-1945 /",,Macmillan,1964
JC 5150 UK (Gow),"Gowing, Margaret.","Independence and Deterrence : Britain and Atomic Energy, 1945-1952 /",,Macmillan,1974
JC 5150 UK (Gow),"Gowing, Margaret.","Independence and Deterrence : Britain and Atomic Energy, 1945-1952 /",,Macmillan,1979
JC 5150 UK (Hai),"Hailsham of St. Marylebone, Quintin Hogg, Baron, 1907-2001.",Science and politics /,,Faber and Faber,1963
JC 5150 UK (Org),Organisation for Economic Co-operation and Development.,Reviews of national science policy : United Kingdom and Germany.,,,1967
JC 5150 UK (POO),"Poole, J. B.",The government of science in Britain /,9780297995012; 0297995014,Weidenfeld & Nicolson,1972
JC 5150 UK (Sno),"Snow, C. P. 1905-1980. (Charles Percy),",A postscript to Science and government /,,OUP,1962
JC 5150 UK (Sno),"Snow, C. P. 1905-1980. (Charles Percy),",Science and government /,,OUP,1961
JC 5150 UK (Var),"Varcoe, I.",Organizing for science in Britain : a case-study /,,OUP,1974
JC 5150 UK (Vig),"Vig, N. J.",Science and Technology in British Politics /,,Pergamon P,1968
JC 5150 Yug (Une),Unesco.,Science Policy and the Organisation of Scientific Research in the Socialist Federal Republic of Yugoslavia.,,Unesco,1968
JC 5160 (Nad),"Nader, C.",Science and Technology in Developing Countries /,,Cambridge UP,1969
JC 5180 USSR (Kur),"Kurakov, I. G.","Science, technology and communism : some questions of development /",,Pergamon P,1966
JC 5180 USSR (Org),Organisation for Economic Co-operation and Development.,Science Policy in the USSR /,,OECD,1969
JC 5180 USSR (Sta),,The state of soviet science.,,MIT Press,1965
JC 5200 Ada,"Adams, W.",L'exode des cerveaux /,,Centre de Recherches Europeennes,1968
JC 5200 Ada,"Adams, Walter, 1922-",The brain drain /,,Macmillan,1968
JC 5200 Cho,"Chorafas, Dimitris N., 1926-",The knowledge revolution : an analysis of the international brain market and the challenge to Europe /,,Allen & Unwin,1968
JC 5200 Int,,International migration of talent from and to the less-developed countries /,,Ditchley Foundation,1968
JC 5202 USA (Gru),"Grubel, Herbert G.",The brain drain : determinants measurement and welfare effects /,9780889200371; 0889200378,Wilfrid Laurier,1977
JC 5202 USA (Kuh),"Kuhn, J. W.",Scientific and managerial manpower in nuclear industry /,,Columbia U P,1966
JC 5202 USA (Nat),National Manpower Council.,A policy for scientific and professional manpower.,,Columbia UP,1953
JC 5202 USA (Org),Organisation for Economic Co-operation and Development.,Higher Education and the Demand for Scientific Manpower in the United States.,,OECD,1963
JC 5204 (Nil),"Niland, J. R.","The Asian engineering brain drain : a study of international relocation into the United States from India, China, Korea, Thailand and Japan /",,Heath,1970
JC 5205 UK (Mac),"Mackay, D. I.","Geeographical mobility and the brain drain : a case study of Aberdeen University graduates, 1860-1960 /",,Allen and Unwin,1969
JC 5205 UK (Pro),"Proctor, R. A.",Wages and wants of science-workers /,,Cass,1970
JC 5232 USA (Sup),"Supply, Need, and Utilization of Graduate Scientists and Engineers (Conference) Massachusetts Institute of Technology) (1970 :",Scientific manpower : a dilemma for graduate education /,9780262020824; 0262020823,MIT Press,1971
JC 5240 HIL,,The management of scientists /,,Beacon Press,1964
JC 5240 Kas,"Kast, F. E.","Science, technology, and management /",,McGraw-Hill,1963
JC 5242 USA (Blo),"Blood, J. W.",The management of scientific talent /,,American Management Assoc,1963
JC 5320 USA (Uni),United States Civil Service Commission.,Scientists and engineers in the federal personnel system.,,USGPO,1968
JC 5400 Pel,"Pelz, D. C.",Scientists in organizations : productive climates for research and development /,,Wiley,1966
JC 5500 All,"Allen, J. A., 1922-2018.",Scientific innovation and industrial prosperity /,,Elsevier,1967
JC 5500 Coc,"Cockcroft, John, Sir, 1897-1967.",The organization of research establishments /,,Cambridge U P,1965
JC 5500 HAN,,Handbook of innovation in public services /,1849809747; 9781849809740,Edward Elgar,2012
JC 5500 Hux,"Huxley, Julian, 1887-1975.",Scientific Research and Social Needs /,,Watts,1934
JC 5500 Org,Organisation for Economic Co-operation and Development.,Gaps in technology : plastics.,,,1969
JC 5500 Org,Organisation for Economic Co-operation and Development.,"Science, economic growth and government policy.",,,1963
JC 5500 PUB,,Public procurement for innovation /,9781784713621; 1784713627,Edward Elgar Publishing,2016
JC 5501 (Une),Unesco.,"Scientific Research in Africa : National Policies, Research Institutions.",,Unesco,1966
JC 5501 Une,Unesco.,Outline of a plan for scientific research and training in Africa.,,,1964
JC 5502 USA (Bar),"Barber, Richard J.",The politics of research /,,Public Affairs P,1966
JC 5502 USA (Con),Conference on Technology Transfer and Innovation Washington) (1966 :,Proceedings of a Conference on Technology Transfer and Innovation.,,National Science Foundation,1967
JC 5502 USA (Har),Harbridge House.,Government patent policy study : final report.,,Federal Council for Science and Technology,1968
JC 5502 USA (Mil),"Miller, H. S.",Dollars for research : science and its patrons in nineteenth-century America /,,U of Washington P,1970
JC 5502 USA (Sil),"Silk, L. S.",Research Revolution /,,McGraw-Hill,1963
JC 5502 USA (Sui),"Suits, C. G.",Speaking of Research /,,Wiley,1965
JC 5502 USA (Uni),United States. Congress. Senate. Committee on the Judiciary.,"An economic review of the patent system : study of the Subcommittee on Patents, Trademarks and Copyrights.",,USGPO,1958
JC 5502 USA (Wal),"Walters, J. E.",Research management : principles and practice /,,Spartan Books,1965
JC 5502 USA (Wol),"Wolfle, D.",Symposium on basic research /,,American Association for the Advancement of Science,1959
JC 5502 USA (Yov),"Yovits, M. C.",Research program effectiveness /,,Gordon,1966
JC 5505 (Org),,The research system : comparative survey of the organisation and financing of fundamental research /,,OECD,1972
JC 5505 Gre (Org),Organisation for Economic Co-operation and Development.,"Science and development : national reports of the pilot-teams, Greece.",,,1968
JC 5505 Hun (Erd),"Erdey-Gruz, T.",Science in Hungary /,,Corvina P,1965
JC 5505 UK (Com),Committee on the Management and Control of Research and Development.,Report of the Committee on the Management and Control of Research and Development /,,HMSO,1961
JC 5505 UK (Lyo),"Lyons, John (civil servant)",The Role of Public Research and Development in Exploiting Technology /,,Institution of Professional Civil Servants,1970
JC 5505 UK (Mar),"Marshall, W.",Harwell and industrial research /,,OUP,1969
JC 5505 UK (Max),Maxwell Stamp Associates.,The Role of Government in Research and Development.,,Hill Samuel,1969
JC 5508 USSR (Fis),"Fischer, George, 1923-",Science and Ideology in Soviet Society /,,Atherton P,1967
JC 5508 USSR (Kor),"Korol, A. G.","Soviet research and development : its organization, personnel, and funds /",,MIT P,1965
JC 5512 USA (Fen),"Fenn, D. H.",Management of Materials Research /,,Interscience,1962
JC 5515 (Woo),"Woodward, F. N.",Structure of industrial research associations /,,OECD,1965
JC 5515 UK (Tee),"Teeling-Smith, G.","Science, industry and the state /",,Pergamon P,1965
JC 5522 USA (Cle),"Cleaveland, F. N.",Science and state government : a study of the scientific activities of state government agencies in six states /,,U of North Carolina P,1959
JC 5522 USA (Dan),"Danhof, Clarence H.",Government contracting and technological change /,,Brookings Institution,1968
JC 5522 USA (Jon),"Jones, Stacy V.",The Patent Office /,,Praeger,1971
JC 5522 USA (Kid),"Kidd, C. V.",American universities and Federal research /,,Belknap P,1959
JC 5522 USA (Orl),"Orlans, Harold, 1921-",Science policy and the university /,,Brookings Institution,1968
JC 5522 USA (Sci),,"Science, Government, and the Universities /",,Washington UP,1966
JC 5522 USA (Smi),"Smith, Bruce Lee Raymond.",The Rand corporation : case study of a nonprofit advisory corporation /,,Harvard UP,1966
JC 5522 USA (Uni),United States. President's Science Advisory Committee.,"Scientific progress, the universities, and the federal government : statement ....",,USGPO,1961
JC 5525 Ger (Mas),"Massow, V.",Organisation der Wissenschaft und der Wissenschaftsforderung in der Bundesrepublik Deutschland /,,Athenaum,1968
JC 5532 USA (Len),"Lens, S.",The military-industrial complex /,,Kahn,1971
JC 5532 USA (Mil),,The military-industrial complex : a reassessment /,,Sage,1972
JC 5532 USA (Moi),"Moisy, C.",L'Amerique sous les armes /,,Editions du Seuil,1971
JC 5535 UK (Wil),"Williams, Geoffrey Lee.",Crisis in procurement : a case study of the T.S.R.-2 /,,Royal United Service Institution,1969
JC 5542 USA (Uni),United States. Congress. House of Representatives. Committee on Science and Astronautics.,"Technical information for Congress : report to the Subcommittee on Science, Research and Development... prepared by the Science Policy Research Division, Library of Congress.",,USGPO,1969
JC 5550 Hie,"Hiebert, E. N.",The impact of atomic energy /,,Faith and Life P,1961
JC 5550 Hod,"Hodgetts, J. E.",Administering the atom for peace /,,Atherton,1964
JC 5550 Kra,"Kramish, A.",The peaceful atom in foreign policy /,,Harper,1963
JC 5550 Org,Organisation for Economic Co-operation and Development.,"Nuclear legislation : analytical study, organisation and general regime governing nuclear activities.",,OECD,1969
JC 5550 Une,Unesco.,Social implications of the peaceful uses of nuclear energy /,,,1964
JC 5552 (Int),Inter-American Symposium on the Peaceful Application of Nuclear Energy Buenos Aires) 1959 : (2nd :,Second Inter-American symposium on the peaceful application of nuclear energy... : radioisotopes and radiation in the life sciences.,,Pan American Union,1960
JC 5552 (Int),Inter-American Symposium on the Peaceful Application of Nuclear Energy Valparaiso) 1964 : (5th :,Fifth Inter-American symposium on the peaceful application of nuclear energy....,,Pan American Union,1965
JC 5552 USA (Fai),"Fairchild, J. E.",America faces the nuclear age /,,Sheridan House,1961
JC 5552 USA (Gre),"Green, Harold P.",Government of the atom /,,Atherton P,1963
JC 5552 USA (Mul),"Mullenbach, P.",Civilian nuclear power : economic issues and policy formation /,,Twentieth Century Fund,1963
JC 5552 USA (Str),"Straus, D. B.",The development of a policy for industrial peace in atomic energy /,,National Planning Association,1950
JC 5554 Ind (Jai),"Jain, J. P.",Nuclear India /,9780883865231; 0883865238,Radiant Publishers,1974
JC 5555 (Nau),"Nau, H. R.",National politics and international technology : nuclear reactor development in Western Europe /,9780801815065; 0801815061,Johns Hopkins UP,1974
JC 6100 ADO,"Adolino, Jessica R. 1962- author. (Jessica Rose),",Comparing public policies : issues and choices in industrialized countries /,9781933116785; 1933116781,CQ Press,2011
JC 6100 ALB,"Albrow, Martin.",Bureaucracy /,9780269026232; 0269026231,Pall Mall Press,1970
JC 6100 ALB,"Albrow, Martin.",Bureaucracy /,9780333112625; 0333112628,Macmillan,1970
JC 6100 BAS,"Bason, Christian.",Leading public sector innovation : co-creating for a better bociety /,1847426344; 9781847426345; 1847426336; 9781847426338,Policy Press,2010
JC 6100 BEN,"Benveniste, Guy, 1927-",The politics of expertise /,9780877097198; 0877097194; 9780877092193; 0877092192,Glendessary Press,1972
JC 6100 BES,"Besley, Timothy.",Principled agents : the political economy of good government /,9780199271504; 019927150X,Oxford University Press,2006
JC 6100 BIR,"Birkland, Thomas A.","An introduction to the policy process : theories, concepts, and models of public policy making /",0765625326; 9780765625328,ME Sharpe,2011
JC 6100 BIR,"Birkland, Thomas A., author.","An introduction to the policy process : theories, concepts, and models of public policy making /",9781138934351; 1138934356; 0765646625; 9780765646620,Routledge,2016
JC 6100 BLA,"Blau, Peter M., 1918-2002.",Bureaucracy in modern society /,,Random House,1956
JC 6100 BLA,"Blau, Peter M., 1918-2002.",Bureaucracy in modern society /,9780394314525; 0394314522,Random House,1971
JC 6100 BOG,"Bogenschneider, Karen.",Evidence-based policymaking : insights from policy-minded researchers and research-minded policymakers /,041580583X; 9780415805834; 0415805848; 9780415805841,Routledge,2010
JC 6100 BUR,,Bureaucracy in the modern state : an introduction to comparative public administration /,9781852787257; 1852787252,E Elgar,1995
JC 6100 Bar,"Baron, Jonathan, 1944-",Judgement misguided : intuition and error in public decision making /,9780195111088; 0195111087,OUP,1998
JC 6100 Bee,"Beetham, David.",Bureaucracy /,9780335153718; 0335153712,Open UP,1987
JC 6100 Bee,"Beetham, David.",Bureaucracy /,9780335196548; 0335196543,Open University Press,1996
JC 6100 Bur,,Bureaucracy : the Career of a Concept /,9780713161731; 0713161736,Edward Arnold,1979
JC 6100 Bur,,Bureaucracy and the alternatives in world perspective /,9780333733547; 0333733541,Macmillan,1999
JC 6100 Bur,,Bureaucrats and leadership /,9780333749685; 0333749685,Macmillan,2000
JC 6100 Byr,"Byrd, J.",Operations research models for public administration /,9780669982022; 0669982024,Lexington Books,1975
JC 6100 CAI,"Cairney, Paul, 1973- author.",Understanding public policy : theories and issues /,9780230229709; 0230229700; 9780230229716; 0230229719,Palgrave Macmillan,2012
JC 6100 CAR,"Cartwright, Nancy.",Evidence-based policy : a practical guide to doing it better /,0199841608; 9780199841608; 0199841624; 9780199841622,Oxford University Press,2012
JC 6100 CIT,,"Citizens as partners : OECD handbook on information, consultation and public participation in policy-making.",9789264195400; 9264195408,OECD,2001
JC 6100 COC,"Cochran, Charles L.",Public policy : perspectives and choices /,1588266745; 9781588266743,Lynne Rienner Publishers,2010
JC 6100 CON,"Considine, Mark, 1953-","Making public policy : institutions, actors, strategies /",9780745627533; 0745627536; 9780745627540; 0745627544,Polity,2004
JC 6100 Com,,Comparing public policies : new concepts and methods /,9780803909045; 0803909047,Sage,1978
JC 6100 Con,,Confronting values in policy analysis : the politics of criteria /,9780803926172; 0803926170,Sage,1987
JC 6100 Con,,Contending perspectives in comparative politics /,087289925X; 9780872899254,CQ Press,2008
JC 6100 Cro,"Crozier, Michel.",The bureaucratic phenomenon /,,Tavistock,1964
JC 6100 DEL,,Deliberative policy analysis : understanding governance in the network society /,9780521823661; 0521823668; 9780521530705; 0521530709,Cambridge University Press,2003
JC 6100 DEL,,Delivering the vision : public services for the information society and the knowledge economy /,9780415241540; 0415241545; 9780415241557; 0415241553,Routledge,2002
JC 6100 DIG,,"Digital era governance : IT corporations, the state, and e-government /",0199547009; 9780199547005; 9780199296194; 0199296197,Oxford University Press,2008
JC 6100 DOH,"Doherty, Tony L., 1957-",Managing public services : implementing changes : a thoughtful approach to the practice of management /,9780415180276; 0415180279; 9780415180283; 0415180287,Routledge,2002
JC 6100 DUN,"Dunn, William N.",Public policy analysis /,020519723X; 9780205197231,Pearson,2012
JC 6100 Dig,,Digital democracy : discourse and decision making in the information age /,9780415197373; 0415197376,Routledge,1999
JC 6100 Dig,,Digital democracy : issues of theory and practice /,9780761962175; 0761962174; 9780761962182; 0761962182,Sage,2000
JC 6100 Dro,"Dror, Yehezkel.",Public policy making reexamined /,9780878559282; 0878559280,Transaction,1983
JC 6100 ETR,,eTransformation in governance : new directions in government and politics /,9781591401308; 1591401305,Eurospan; Idea,2003
JC 6100 Etz,"Etzioni-Halevy, Eva, 1934-",Bureaucracy and democracy : a political dilemma /,9780710095732; 0710095732,Routledge,1983
JC 6100 FIS,"Fischer, Frank, 1942-",Reframing public policy : discursive politics and deliberative practices /,9780199242634; 0199242631; 9780199242641; 019924264X,Oxford University Press,2003
JC 6100 GEY,"Geyer, Robert.","Complexity and public policy : a new approach to twenty-first century politics, policy and society /",0415556627; 9780415556620; 0415556635; 9780415556637,Routledge,2010
JC 6100 GOO,,"Good governance, democratic societies and globalisation /",9780761998488; 0761998489; 9788178293158; 8178293153,SAGE Publications,0
JC 6100 GOV,,"Governing through standards : origins, drivers and limitations /",0230295401; 9780230295407,Palgrave Macmillan,2011
JC 6100 GRA,"Graeber, David, author.","The utopia of rules : on technology, stupidity, and the secret joys of bureaucracy /",9781612193748; 1612193749; 9781612195186; 1612195180; 9781612194486; 1612194486,Melville House,2015
JC 6100 GRE,"Greener, Ian author.",Public Management /,0230353991; 9780230353992,Palgrave Macmillan,2013
JC 6100 GRE,"Greener, Ian.",Public management : a critical text /,0230203280; 9780230203280,Palgrave Macmillan,2009
JC 6100 Gla,"Gladden, E. N.",A history of public administration /,,Cass,1972
JC 6100 Gre,"Gregoire, R.",National administration and international organisations : the administrative problems arising in newly-independent countries as a result of their participation in the United Nations and the specialised agencies /,,Unesco,1964
JC 6100 Gui,,"Guidance, control and evaluation in the public sector : the Bielefeld interdisciplinary project /",9783110097078; 3110097079,De Gruyter,1986
JC 6100 HAM,"Ham, Christopher.",The policy process in the modern capitalist state /,9781405873529; 1405873523; 9780745011066; 0745011063,Harvester Wheatsheaf,1993
JC 6100 HAN,,Handbook of public administration /,1412945399; 9781412945394,SAGE,2007
JC 6100 HAN,,Handbook of public policy /,0761940618; 9780761940616,SAGE,2006
JC 6100 HAN,,Handbook on complexity and public policy /,178254951X; 9781782549512,Edward Elgar,2015
JC 6100 HIL,"Hill, Michael J. 1937- (Michael James),",The public policy process /,1405873523; 9781405873529,Pearson Longman,2009
JC 6100 HIL,"Hill, Michael J. 1937- (Michael James),",The public policy process /,9780582894020; 0582894026,Pearson Longman,2005
JC 6100 HIL,"Hill, Michael J. 1937- author. (Michael James),",The public policy process /,9781138909496; 1138909491; 9781138909502; 1138909505,Routledge Taylor & Francis Group,2017
JC 6100 HOO,"Hood, Christopher, 1947-","The art of the state : culture, rhetoric, and public management.",9780198297659; 0198297653,Oxford University Press,2000
JC 6100 HOW,"Howlett, Michael, 1955-",Designing public policies : principles and instruments /,0415781329; 9780415781329; 0415781337; 9780415781336,Routledge,2011
JC 6100 HOW,"Howlett, Michael, 1955- author.",Studying public policy : policy cycles & policy subsystems /,9780195428025; 0195428021,Oxford University Press,2009
JC 6100 HOW,"Howlett, Michael, 1955- author.",Studying public policy : principles and processes /,0199026149; 9780199026142; 0199039100; 9780199039104,Oxford University Press,2020
JC 6100 HUG,"Hughes, Owen E.",Public management and administration : an introduction /,9780333961872; 0333961870; 9780333961889; 0333961889,Palgrave Macmillan,2003
JC 6100 HUG,"Hughes, Owen E., author.",Public management and administration /,9780230231252; 023023125X; 9780230231269; 0230231268,Palgrave Macmillan,2012
JC 6100 HUM,,Human resource management in the public sector /,0857937316; 9780857937315,Edward Elgar,2013
JC 6100 Ham,"Hill, Michael J. 1937- (Michael James),",The policy process in the modern state /,9780132692267; 0132692260,Prentice Hall,1997
JC 6100 Heg,"Hegedus, A.",Socialism and bureaucracy /,9780850311785; 0850311780,Allison & Busby,1976
JC 6100 Hie,,Hierarchy and society : anthropological perspectives on bureaucracy /,9780897270106; 089727010X,Institute for the Study of Human Issues,1980
JC 6100 Hog,"Hogwood, Brian W.",Policy analysis for the real world /,9780198761853; 0198761856; 9780198761846; 0198761848,OUP,1984
JC 6100 Hog,"Hogwood, Brian W.",Policy dynamics /,9780710801777; 0710801777,Wheatsheaf Books,1983
JC 6100 Hoo,"Hood, Christopher, 1947-","Administrative analysis : an introduction to rules, enforcement and organizations /",9780745001876; 0745001874,Wheatsheaf,1986
JC 6100 Hor,"Horn, Murray J.",The political economy of public administration : institutional choice in the public sector /,9780521484367; 0521484367,CUP,1995
JC 6100 Hug,"Hughes, Owen E.",Public management and administration : an introduction /,9780333748497; 0333748492,Macmillan,1998
JC 6100 INT,,The International handbook of public financial management /,9780230300248; 0230300243; 9781349335985; 1349335983,Palgrave Macmillan,2013
JC 6100 Inc,Incidi Study Session Munich) 1960 : (32nd :,Staff Problems in Tropical and Subtropical Countries.,,Institut International des Civilisations Differentes,1961
JC 6100 Inn,,Innovation in the public sector /,9780803923959; 0803923953,Sage,1985
JC 6100 JEN,"Jenkins, W. I. (William Ieuan).",Policy analysis : a political and organizational perspective /,9780312619985; 0312619987,St Martin's Press,1978
JC 6100 JOY,"Joyce, Paul, 1952-",Strategic management for the public services /,9780335200474; 0335200478; 9780335200481; 0335200486,Open University Press,1999
JC 6100 Jac,"Jackson, P. M. (Peter McLeod)",The political economy of bureaucracy /,9780860030249; 0860030245,Philip Allan,0
JC 6100 Jac,"Jacoby, H.",The bureaucratization of the world /,,U of California P,1973
JC 6100 Jaq,"Jaques, Elliott.",A general theory of bureaucracy /,,Heinemann,1976
JC 6100 KAF,"Kafka, Ben",The demon of writing : powers and failures of paperwork /,1935408267; 9781935408260,MIT distributor; Zone,2012
JC 6100 KET,"Kettani, Driss, author.",E-government for good governance in developing countries : empirical evidence from the eFez project /,1783082631; 9781783082636,Anthem Press,2014
JC 6100 KHA,"Khademian, Anne M, 1961-",Working with culture : how the job gets done in public programs /,9781568026879; 1568026870,CQ Press,2002
JC 6100 KNI,"Knill, Christoph, author.",Public policy : a new introduction /,9780230278387; 0230278388; 9780230278394; 0230278396,Palgrave Macmillan,2012
JC 6100 KOT,"Kotler, Philip author.",Marketing in the public sector : a roadmap for improved performance /,9780131875159; 0131875159; 9780137060863; 0137060866,Wharton School Pub,2007
JC 6100 Kam,"Kamenka, Eugene.",Bureaucracy /,9780631145783; 0631145788,Blackwell,1989
JC 6100 Kri,"Kriesberg, M.","Public Administration in Developing Countries : Proceedings of an International Conference held in Bogota, Colombia, April 15-21, 1963 /",,Brookings Institution,1965
JC 6100 Lab,,Labelling in development policy : essays in honour of Bernard Schaffer /,9780803997530; 0803997531,Sage,1985
JC 6100 Lan,"Lane, Jan-Erik.","The public sector : concepts, models and approaches /",9780803976528; 0803976526,Sage,1995
JC 6100 Law,"Law, Gwillim, 1945-","Administrative subdivisions of countries : a comprehensive world reference, 1900-1998 /",9780786407293; 0786407298,McFarland,2000
JC 6100 MAJ,"Majone, Giandomenico.","Evidence, argument and persuasion in the policy process /",9780300041590; 0300041594,Yale University Press,1989
JC 6100 MAJ,"Majone, Giandomenico.","Evidence, argument and persuasion in the policy process /",9780300052596; 0300052596,Yale University Press,1989
JC 6100 MAN,,Managing to improve public services /,0521866413; 9780521866415; 0521708273; 9780521708272,Cambridge University Press,2008
JC 6100 MUL,"Mulgan, Geoff.",The art of public strategy : mobilizing power and knowledge for the common good /,0199289646; 9780199289646,Oxford University Press,2009
JC 6100 MUN,"Munger, Michael C.","Analyzing policy : choices, conflicts, and practices /",9780393973990; 0393973999,WW Norton,2000
JC 6100 Man,,Managing complex networks : strategies for the public sector /,9780761955481; 0761955488,Sage,1997
JC 6100 Man,,The management of change in government /,9789024718177; 9024718171,Nijhoff,1976
JC 6100 Mar,"March, James G.",Organizations /,,Wiley,1958
JC 6100 Mea,,Measuring outcome in the public sector /,9780748404049; 074840404X,Taylor & Francis,1996
JC 6100 Mer,"Merton, Robert King, 1910-",Reader in Bureaucracy /,,Free P,1952
JC 6100 Mey,"Meyer, Marshall W.",Limits to bureaucratic growth /,9783110098655; 3110098652,De Gruyter,1985
JC 6100 Mie,"Miewald, R. D.",Public administration : a critical perspective /,9780070419087; 0070419086,McGraw-Hill,1978
JC 6100 Mon,"Monteiro, J. B.",Corruption : control of maladministration /,,Manaktalas,1966
JC 6100 Mor,"Morgan, Colin.",Total quality management in the public sector : an international perspective /,9780335191024; 0335191029,Open UP,1994
JC 6100 Mor,"Morstein Marx, F.",The administrative state : an introduction to bureaucracy /,,U of Chicago P,1957
JC 6100 NEW,,New public management : current trends and future prospects /,9780415243629; 0415243629; 9780415243636; 0415243637,Routledge,2002
JC 6100 NEW,,The new public governance : emerging perspectives on the theory and practice of public governance /,9780415494625; 0415494621; 9780415494632; 041549463X,Routledge,2010
JC 6100 NIS,"Niskanen, William A., 1933-",Bureaucracy and representative government /,0202309592; 9780202309590,AldineTransaction,2007
JC 6100 OXF,,The Oxford handbook of classics in public policy and administration /,9780199646135; 0199646139,Oxford University Press,2015
JC 6100 OXF,,The Oxford handbook of public management /,9780199259779; 0199259771,Oxford University Press,2005
JC 6100 OXF,,The Oxford handbook of public policy /,0199269289; 9780199269280; 0199548455; 9780199548453,Oxford University Press,2006
JC 6100 Ope,Open University. Faculty of Social Sciences.,Public administration.,,Open UP,1974
JC 6100 Ope,Open University. Faculty of Social Sciences.,Public administration.,9780335018314; 0335018319,Open UP,1974
JC 6100 Ope,Open University. Faculty of Social Sciences.,Public administration.,9780335018321; 0335018327,Open UP,1974
JC 6100 Ope,Open University. Faculty of Social Sciences.,Public administration.,9780335018338; 0335018335,Open UP,1974
JC 6100 Ope,Open University. Faculty of Social Sciences.,Public administration.,9780335018376; 0335018378,Open UP,1974
JC 6100 Ope,Open University. Faculty of Social Sciences.,Public administration.,9780335018383; 0335018386,Open UP,1974
JC 6100 Ope,Open University. Faculty of Social Sciences.,Public administration.,9780335018390; 0335018394,Open UP,1974
JC 6100 PAG,"Page, Edward.",Policy without politicians : bureaucratic influence in comparative perspective /,0199645132; 9780199645138,Oxford University Press,2012
JC 6100 PAR,"Parkhurst, Justin O. author.",The politics of evidence : from evidence-based policy to the good governance of evidence /,9781138939400; 1138939404,Routledge,2017
JC 6100 POL,,Policy change and learning : an advocacy coalition approach /,9780813316499; 0813316499,Westview Press,1993
JC 6100 POL,,"Politicians, bureaucrats and administrative reform /",9780415234436; 0415234433,Routledge,2001
JC 6100 POL,"Pollitt, Christopher.",Public management reform : a comparative analysis /,9780199268498; 0199268495; 9780199268481; 0199268487,Oxford University Press,2004
JC 6100 POL,"Pollitt, Christopher.","Public management reform : a comparative analysis : new public management, governance, and the neo-Weberian state /",0199595089; 9780199595082; 0199595097; 9780199595099,Oxford University Press,2011
JC 6100 POL,"Pollitt, Christopher.","Time, policy, management : governing with the past /",0199237727; 9780199237722,Oxford University Press,2008
JC 6100 PUB,,Public management and governance /,9780415501859; 0415501857; 9780415501866; 0415501865,Routledge,2016
JC 6100 PUB,,Public sector reforms in developing countries : paradoxes and practices /,0415858569; 9780415858564,Routledge,2014
JC 6100 PUB,,The public policy primer : managing the policy process /,0415780462; 9780415780469; 0415780470; 9780415780476,Routledge,2010
JC 6100 PUB,"Ashworth, Rachel.",Public service improvement : theories and evidence /,0199545472; 9780199545476; 0199545480; 9780199545483,Oxford University Press,2009
JC 6100 Pag,"Page, Edward.",Political authority and bureaucratic power : a comparative analysis /,9780745011318; 0745011314,Harvester Wheatsheaf,1992
JC 6100 Par,"Parsons, Wayne.",Public policy : an introduction to the theory and practice of policy analysis /,9781852785536; 1852785535,Edward Elgar,1995
JC 6100 Pet,"Peter, Laurence J.","The Peter pyramid, or, Will we ever get the point /",9780043500675; 0043500676,Allen & Unwin,1986
JC 6100 Pet,"Peters, B. Guy.",The future of governing : four emerging models /,9780700607945; 0700607943,UP of Kansas,1996
JC 6100 Pet,"Peters, B. Guy.",The politics of bureaucracy /,9780415194761; 0415194768; 9780415194778; 0415194776,Routledge,2001
JC 6100 Pet,"Peters, B. Guy.",The politics of bureaucracy /,9780801311680; 0801311683,Longman,1995
JC 6100 Pol,,The policy process : a reader /,9780136169475; 0136169473,Prentice Hall/Harvester Wheatsheaf,1997
JC 6100 Pol,,The policy process : a reader /,9780745012735; 0745012736,Harvester Wheatsheaf,1993
JC 6100 Pol,"Pollitt, Christopher.",Public management reform : a comparative analysis /,9780198295969; 0198295960,OUP,2000
JC 6100 Pro,,Promise and problems of e-democracy : challenges of online citizen engagement.,9789264019485; 9264019480,OECD,2003
JC 6100 Pub,,"Public accountability : designs, dilemmas and experiences /",9780521617611; 0521617618; 9780521852142; 0521852145,Cambridge University Press,2006
JC 6100 Pub,,Public policy instruments : evaluating the tools of public administration /,9781858987446; 185898744X,Edward Elgar,1998
JC 6100 Rai,"Rainey, Hal G.",Understanding and managing public organisations /,9780787902513; 0787902519,Jossey-Bass,1997
