child,parent,description
J000-M-1970,J,Modern comparative politics 
J000-M-1961,J,Introduction a la science politique 
J000-M-1962,J,The nature of politics 
J000-M-1977,J,Politics and controversy 
J000-M-1994,J,Politics in an antipolitical age 
J000--1996,J,A new handbook of political science 
J000--2007,J,Nongovernmental politics 
J000-N-2004,J,95 theses on politics, culture, and method 
J000--1983,J,The nature of political theory 
J000--1989,J,Political innovation and conceptual change 
J000--2002,J,Political science : the state of the discipline 
J000-P-2019,J,A Stata companion to political analysis 
J000-P-1951,J,Introduction to politics 
J000--1997,J,Politics : an introduction 
J000--2000,J,Politics at the edge : the PSA yearbook 1999 
J000-P-1993,J,Introduction to politics 
J000-P-1982,J,Introduction to politics 
J000-R-1971,J,Governing : a brief introduction to political science.
J000-R-1967,J,Political Theory and the Rights of Man 
J000-R-1984,J,The tragedy of political science 
J000-S-1976,J,Ideology and politics 
J000-S-2010,J,Analyzing politics : rationality, behavior, and institutions 
J000-S-2006,J,Power and choice : an introduction to political science 
J000-S-1896,J,Introduction to political science : two series of lectures 
J000-S-1997,J,Analyzing politics : rationality, behavior, and institutions 
J000-S-1973,J,Politics and government 
J000--2010,J,Theory and methods in political science 
J000--1995,J,Theory and methods in political science 
J000--2018,J,Theory and methods in political science 
J000-T-2000,J,Politics : the basics 
J000-T-1965,J,The political vocation 
J000-U-1975,J,Knowledge and politics 
J000-V-1952,J,The new science of politics : an introduction.
J000-W-1970,J,The vocabulary of politics : an enquiry into the use and abuse of language in the making of political theories. 
J000--1984,J,What is politics : the activity and its study 
J10--1974,J,Argument-reprint, 1-17.
J10--2011,J,International encyclopedia of political science.
J10-R-1971,J,The Political Quarterly in the thirties 
J100-A-1990,J,A discipline divided : schools and sects in political science 
J100-A-1951,J,Goals for political science.
J100-B-1961,J,Political science in Western Europe : a trend report 
J100-B-1999,J,Elements in political science 
J100--1997,J,Comparative European politics : the story of a profession 
J100-C-1959,J,The American science of politics : its origins and conditions 
J100-E-1953,J,The political system : an inquiry into the state of political science.
J100-E-1990,J,The political research experience : readings and analysis 
J100-H-2017,J,Political research : methods and practical skills 
J100-H-2020,J,Political research : methods and practical skills 
J100-H-2012,J,Political research : methods and practical skills 
J100-K-2020,J,A Stata companion for the third edition of the Fundamentals of political science research 
J100-M-1997,J,Exits and entrances : political research as a creative art 
J100--2010,J,New directions in political science : responding to the challenges of an interdependent world 
J100--2004,J,Problems and methods in the study of politics 
J100--1993,J,Political science : the state of the discipline 
J100-S-2021,J,Decolonizing politics : an introduction 
J100-S-1964,J,American political science : a profile of a discipline 
J100-S-1996,J,Capturing the political imagination : think tanks and the policy process 
J100--1981,J,A survey of research in political science.
J100--1964,J,Studying politics abroad : field research in the developing areas 
J200-A-1965,J,Mathematics and politics 
J200-A-1999,J,Positive political theory I : collective preference 
J200-B-2012,J,Process-tracing methods : foundations and guidelines 
J200-B-1986,J,The quantitative approach in political science : an introduction 
J200-B-1975,J,Game theory and politics 
J200--2011,J,Cambridge handbook of experimental political science 
J200-C-2009,J,Wars, guns, and votes : democracy in dangerous places 
J200-C-1995,J,Introduction to quantitative political science 
J200-C-1998,J,Politics and uncertainty : theory, models and applications 
J200-C-1982,J,Critical Decision Making : a New Theory of Social Choice 
J200-E-1975,J,Patterns of authority : a structural basis for political inquiry 
J200-E-1969,J,Political science 
J200--1993,J,Experimental foundations of political science 
J200--1977,J,Foundation of political science : research, methods, and scope 
J200-F-1967,J,The nature of political inquiry 
J200--1978,J,Game theory and political science 
J200-G-2012,J,Field experiments : design, analysis, and interpretation 
J200-G-1969,J,A methodological primer for political scientists 
J200-G-1994,J,Pathologies of rational choice theory : a critique of applications in political science 
J200--1970,J,The conduct of political inquiry : behavioral political analysis. 
J200-H-1982,J,Collective action 
J200-H-2001,J,Political research : an introduction 
J200-H-1957,J,The study of comparative government and politics 
J200--2014,J,Interpretation and method : empirical research methods and the interpretive turn 
J200--1997,J,Interpreting the political : new methodologies 
J200-J-2012,J,Political science research methods 
J200-J-2001,J,Political science research methods 
J200-J-1971,J,Conducting political research 
J200-K-2009,J,The fundamentals of political science research 
J200-K-2013,J,The fundamentals of political science research 
J200-K-2018,J,The fundamentals of political science research 
J200-K-1965,J,Politics, international relations and law : scope, methodology and classification 
J200-L-1986,J,Social choice and public policy 
J200-M-1970,J,Issues and parties in legislative voting : methods of statistical analysis.
J200--1967,J,Apolitical politics : a critique of behavioralism. 
J200-M-1969,J,Political inquiry : the nature and uses of survey research.
J200-M-1999,J,Methods and models : a guide to the empirical analysis of formal models in political science 
J200-M-2010,J,Experimental political science and the study of causality : from nature to the lab 
J200-M-1985,J,Policy analysis for public decisions 
J200-M-1986,J,Empirical political analysis : research methods in political science 
J200-M-1995,J,Empirical political analysis : research methods in political science 
J200-M-1966,J,Comparing Nations : the Use of Quantitative Data in Cross-National Research 
J200-M-1989,J,Science, politics and international conferences : a functional analysis of the Moscow Political Science Congress 
J200--1999,J,Methods for political inquiry : the discipline, philosophy and analysis of politics 
J200-N-1963,J,Content analysis : a handbook with applications for the study of international crisis 
J200-N-1998,J,Rational behaviour and the design of institutions : concepts, theories and models 
J200--2008,J,The Oxford handbook of political methodology 
J200-O-1992,J,A political theory primer 
J200-O-1986,J,Game theory and political theory : an introduction 
J200-P-1999,J,Doing research in political science : an introduction to comparative methods and statistics 
J200-P-2005,J,An SPSS companion to political analysis 
J200-P-2016,J,The essentials of political analysis 
J200-P-2020,J,The essentials of political analysis 
J200--2015,J,Process tracing : from metaphor to analytic tool 
J200--1991,J,Political analysis : an annual publication... 
J200--2004,J,Research methods in politics 
J200-R-1959,J,The study of local politics : a manual 
J200-R-1970,J,Analysis of political cleavages 
J200--1996,J,The rational choice controversy : economic models of politics reconsidered 
J200-R-1969,J,Quantitative methods in politics 
J200-S-2011,J,Doing political science and international relations : theories in action 
J200--2019,J,Science, technology, and art in international relations 
J200-S-1973,J,Political decision-making processes : studies in national, comparative and international politics 
J200-S-1974,J,The cybernetic theory of decision : new dimensions of political analysis 
J200-S-1969,J,The political sciences : general principles of selection in social science and history.
J200-S-1968,J,A primer of political analysis 
J200-S-2000,J,A logic of expressive choice 
J200--1976,J,Structure of decision : the cognitive maps of political elites 
J200-T-2008,J,Mathematics and politics : strategy, voting, power, and proof 
J200-T-2003,J,Social choice and the mathematics of manipulation 
J200-T-1995,J,Mathematics and politics : strategy, voting, power and proof 
J200-T-1967,J,Toward a mathematics of politics 
J200-V-1997,J,Guide to methods for students of political science 
J200-V-1982,J,Political reasoning 
J200-Z-1991,J,Doing political science : an introduction to political analysis 
J210-B-1970,J,Sociologists, economists and democracy 
J210-B-1988,J,Sociologists, economists, and democracy 
J400-A-1993,J,An atlas of world political flashpoints : a sourcebook of geopolitical crisis 
J400-B-1999,J,The Blackwell dictionary of political science : a user's guide to its terms 
J400--1991,J,The Blackwell encyclopaedia of political thought 
J400-B-1976,J,Dizionario di termini storici politici ed economici moderni 
J400-B-1973,J,Bidwell's guide to government ministers 
J400-B-1974,J,Bidwell's guide to government ministers 
J400--1987,J,The Blackwell encyclopaedia of political institutions 
J400-C-2000,J,Dictionary of government and politics 
J400-C-1979,J,Commonwealth political facts 
J400--2003,J,The concise Oxford dictionary of politics 
J400--1996,J,The concise Oxford dictionary of politics 
J400-E-1973,J,A dictionary of politics 
J400--1928,J,Encyclopaedia of the Labour Movement.
J400-E-1992,J,The dictionary of world politics : a reference guide to concepts, ideas and institutions 
J400--1992,J,The Facts on File world political almanac 
J400--1980,J,International relations dictionary.
J400-I-1970,J,Amenagement du territoire : francais-allemand, allemand-francais.
J400-J-1940,J,The Penguin political atlas 
J400-L-1997,J,Political data handbook : OECD countries 
J400-L-1973,J,A dictionary of politics 
J400-M-1968,J,Dictionary of American politics 
J400--2001,J,The Oxford companion to politics of the world 
J400--1969,J,Petite encyclopedie politique 
J400-R-2003,J,The Routledge dictionary of politics 
J400-R-1993,J,A dictionary of modern politics 
J400-R-2002,J,A dictionary of modern politics 
J400--2011,J,21st century political science : a reference handbook.
J400-W-2005,J,A dictionary of globalization 
J400--1973,J,The world this year 1973 : supplement to the Political handbook and atlas of the world : governments and intergovernmental organizations as of January 1, 1973 
J400--1972,J,World handbook of political and social indicators 
J410--1961,J,Directory of the Republic of Ghana, 1961-62.
J410--1960,J,Directory of the Federation of Nigeria, 1960.
J410--1963,J,Trade directory of the Federal Republic of Nigeria, 1963-64.
J420-A-1986,J,Political facts of the United States since 1789 
J420-E-1984,J,Presidential-Congressional political dictionary 
J440--1989,J,Political and economic encyclopedia of the Pacific 
J440-S-1972,J,Indian elections since independence 
J440-W-1961,J,Japanese political science : a guide to Japanese reference and research materials 
J450-C-1981,J,European political facts, 1789-1848 
J450-C-2000,J,European political facts of the twentieth century 
J450-C-1978,J,European political facts, 1848-1918 
J450-C-1998,J,European political facts, 1900-1996 
J450--1984,J,European political facts 1648-1789 
J450-E-1973,J,Directory of European political scientists.
J450-P-2010,J,A dictionary of the European Union 
J450-F-1971,J,Composition du Gouvernement et des cabinets ministeriels.
J450--1974,J,Guide de la France des luttes 
J450--1972,J,Geschichtliche grundbegriffe : historisches lexikon zur politisch-sozialen sprache in Deutschland.
J450--1975,J,Geschichtliche grundbegriffe : historisches lexikon zur politisch-sozialen sprache in Deutschland.
J450--1978,J,Geschichtliche grundbegriffe : historisches lexikon zur politisch-sozialen sprache in Deutschland.
J450-A-1975,J,Register of current research into German politics.
J450--1982,J,Geschichtliche Grundbegriffe : historisches Lexikon zur politisch-sozialen Sprache in Deutschland 
J450--1990,J,Geschichtliche Grundbegriffe : historisches Lexikon zur politisch-sozialen Sprache in Deutschland 
J450--1997,J,Geschichtliche Grundbegriffe : historisches Lexikon zur politisch-sozialen Sprache in Deutschland 
J450--1992,J,Geschichtliche Grundbegriffe : historisches Lexikon zur politisch-sozialen Sprache in Deutschland 
J450-H-2000,J,Almanac of Scottish politics 
J450-B-2000,J,Twentieth-century British political facts 1900-2000 
J450-B-1994,J,British political facts, 1900-1994 
J450-D-1972,J,Electoral facts from 1832-1853 : impartially stated, constituting a complete political gazeteer. 
J450-M-1971,J,McCalmont's parliamentary poll book : British election results 1832-1918 
J500-L-2000,J,Women : a modern political dictionary 
J500--1971,J,Leaders of the communist world 
J500--1962,J,Lexikon sozialistischer deutscher Literatur.
J500-P-1996,J,Who's who in world politics : from 1860 to the present day 
J500-R-1990,J,Biographical dictionary of the extreme right since 1890 
J520-L-1866,J,Dictionary of the United States Congress 
J520-U-1973,J,Official congressional directory : 93rd congress, 1st session, convened Jan. 3rd 1973.
J520-U-1981,J,Official congressional directory : 97th congress, convened January 5th 1981.
J520-U-1954,J,Official congressional directory for the use of the United States Congress : 83rd congress, 2nd session.
J520-U-1965,J,Official congressional directory for the use of the United States Congress : 89th congress, 1st session.
J520-U-1989,J,Biographical directory of the United States Congress, 1774-1989.
J540-K-1971,J,Biographic dictionary of Chinese communism 1921-1965 
J540-C-1952,J,Opposition in the parliament : a unique, authentic and comprehensive biographical dictionary of M.P.'s on opposition benches 
J540-I-1957,J,Who's who in 1957.
J540-I-1953,J,Bombay Legislature directory.
J540-I-1950,J,Directory of the Madras Legislature.
J550--1967,J,Dictionnaire de la politique francaise 
J550--1972,J,Dictionnaire de la politique francaise 
J550--1979,J,Dictionnaire de la politique francaise 
J550--1960,J,Dictionnaire des parlementaires francais : notices biographiques sur les ministres, deputes et senateurs francais de 1889 a 1940 
J550--1966,J,Dictionnaire des parlementaires francais : notices biographiques sur les ministres, deputes et senateurs francais de 1889 a 1940 
J550--1968,J,Dictionnaire des parlementaires francais : notices biographiques sur les ministres, deputes et senateurs francais de 1889 a 1940 
J550--1970,J,Dictionnaire des parlementaires francais : notices biographiques sur les ministres, deputes et senateurs francais de 1889 a 1940 
J550--1977,J,Dictionnaire des parlementaires francais : notices biographiques sur les ministres, deputes et senateurs francais de 1889 a 1940 
J550--1988,J,Dictionnaire du parlement francais, 1940 a 1958.
J550--1992,J,Dictionnaire du parlement francais, 1940 a 1958.
J550--1994,J,Dictionnaire du parlement francais, 1940 a 1958.
J550-F-1967,J,Notices et portraits : Assemblee Nationale, constitution du 4 octobre, 1958, 3e legislature, 1967.
J550-S-1965,J,MdR : biographisches Handbuch der Reichstage.
J550--2000,J,Eleanor Marx (1855-1898) : life, work, contacts 
J550--1930,J,Potted biographies : a dictionary of anti-national biography.
J550--1906,J,Pall Mall Gazette = The popular guide to the House of Commons, elected between January 12 and February 7, 1906....
J550--1910,J,Pall Mall Gazette = The popular guide to the House of Commons, elected between January 13 and February 10, 1910....
J550--1892,J,Pall Mall Gazette = The popular guide to the new House of Commons and record of the election of 1892 (July 1 to July 29).
J550--1885,J,Pall Mall Gazette.
J550--1888,J,Pall Mall Gazette.
J550--1889,J,Pall Mall Gazette.
J550-R-1972,J,Lord on the board 
J550-R-1984,J,Parliamentary profiles 
J550-R-1994,J,Parliamentary profiles 1992-97 
J550-R-1998,J,Parliamentary profiles 1997-2002 
J550-R-1999,J,Parliamentary profiles 1997-2002 
J550-R-2000,J,Parliamentary profiles 1997-2002 
J550-R-1966,J,The business background of M.P.'s 
J550-R-1967,J,The business background of M.P.'s 
J550-R-1975,J,The business background of M.P.'s 
J550-R-1963,J,The business background of Members of Parliament 
J550--2010,J,The Times guide to the House of Commons 2010 
J550-T-1931,J,Guide to the House of Commons.
J550-T-1945,J,Guide to the House of Commons.
J550-T-1950,J,Guide to the House of Commons.
J550-T-1959,J,Guide to the House of Commons.
J550-T-1966,J,Guide to the House of Commons.
J550-T-1979,J,Guide to the House of Commons.
J550--1997,J,The Times guide to the House of Commons 
J550--1987,J,The Times guide to the House of Commons.
J550--1984,J,Times guide to the House of Commons.
J550-T-1929,J,Guide to the House of Commons.
J550-T-1935,J,Guide to the House of Commons.
J550-T-1951,J,Guide to the House of Commons.
J550-T-1955,J,Guide to the House of Commons.
J550-T-1964,J,Guide to the House of Commons.
J550-T-1970,J,Guide to the House of Commons.
J550-T-1974,J,Guide to the House of Commons.
J620-A-1996,J,Frontiers : territory and state formation in the modern world 
J620-A-2007,J,Shaping history : narratives of political change 
J620--2012,J,Beyond borders 
J620--2018,J,Biopolitical governance : race, gender and economy 
J620--2013,J,Biopolitics : a reader 
J620-B-1996,J,The dissonance of democracy : listening, conflict and citizenship 
J620--1994,J,Body politics : disease, desire and the family 
J620-B-1901,J,Studies in history and jurisprudence 
J620--2017,J,Competing responsibilities : the politics and ethics of contemporary life 
J620-C-1959,J,The evolution of a conservative 
J620-C-1999,J,The political animal : biology, ethics and politics 
J620-E-2008,J,Bi_os : biopolitics and philosophy 
J620--2010,J,Ethics and world politics 
J620-F-1995,J,Moral panic : biopolitics rising 
J620-G-2014,J,Necropolitics, racialization, and global capitalism : historicization of biopolitics and forensics of politics, art, and life 
J620-L-2011,J,Biopolitics : an advanced introduction 
J620--1995,J,Party, parliament and personality : essays presented to Hugh Berrington 
J620-P-1981,J,Biopolitics and international values : investigating liberal norms 
J620--1983,J,Politics and human nature 
J620-S-1981,J,Language and political understanding : the politics of discursive practices 
J620--2019,J,Systems of life : biopolitics, economics, and literature on the cusp of modernity 
J620-T-1985,J,The heavy dancers 
J620-T-1982,J,Biopolitics 
J620--1970,J,For a new America : essays in history and politics from Studies on the left, 1959-1967 
J620-Z-1929,J,The prospects of democracy and other essays 
J000-A-1959,J,The development of political theory and government 
J000-A-2000,J,Means without end : notes on politics 
J000-A-2005,J,Spectrum 
J000-A-1971,J,The good society : a book of readings 
J000-A-1999,J,Polemicisation : the contingency of the commonplace 
J000-A-1967,J,Philosophy and politics 
J000-B-2011,J,Politics and the other scene 
J000-B-1995,J,Reappraising political theory : revisionist studies in the history of political thought 
J000-B-2018,J,Rethinking Utopia : place, power, affect 
J000-B-1996,J,Left and right : the significance of a political distinction 
J000-B-1947,J,Western political thought : an historical introduction from the origins to Rousseau 
J000-B-2012,J,Philosophic pride : Stoicism and political thought from Lipsius to Rousseau 
J000-B-1949,J,Paths in Utopia 
J000-B-1994,J,Masses, classes, ideas : studies on politics and philosophy before and after Marx 
J000-B-1989,J,An introduction to modern political theory 
J000-B-1983,J,Political judgment 
J000-B-1977,J,The history of political thought : a short introduction 
J000-B-1969,J,Four essays on liberty 
J000-B-1982,J,Aporien der Freiheit und ihre Aufklarung durch Kant 
J000-B-1986,J,Democracy and capitalism : property, community and the contradictions of modern social thought 
J000-B-1976,J,Paradoxes in politics : an introduction to the nonobvious in political science 
J000-B-2001,J,Politics out of history 
J000--2005,J,Political philosophy : the essential texts 
J000--2003,J,The Cambridge history of twentieth-century political thought 
J000-C-2004,J,Men in political theory 
J000-C-1946,J,The myth of the state 
J000-C-1998,J,History and utopia 
J000-C-1961,J,Intellectual origins of American national thought : pages from the books our founding fathers read.
J000-C-1929,J,Politics and literature.
J000-C-1939,J,Government and the governed : a history of political ideas and political practice 
J000-C-1935,J,Morals and politics : theories of their relation from Hobbes and Spinoza to Marx and Bosanquet 
J000-C-1991,J,Philosophy, politics, autonomy 
J000-C-1950,J,A history of the political philosophers 
J000-C-1985,J,The status and appraisal of classic texts : an essay on political theory, its inheritance, and the history of ideas 
J000-C-1974,J,Social structure and political theory 
J000-D-2019,J,Automation and utopia : human flourishing in a world without work 
J000-D-1981,J,Utopia and the ideal society : a study of English Utopian writing, 1516-1700 
J000-D-1994,J,Alternative paradigms : the impact of Islamic and Western Weltanschauungs on political theory 
J000-D-1965,J,Problems in social and political thought : a philosophical introduction 
J000-D-2008,J,Power and imagination : studies in politics and literature 
J000-D-1998,J,Fire with water : generations and genders of Western political thought 
J000-D-1993,J,Western political theory in the face of the future 
J000-D-1905,J,A history of political theories from Luther to Montesquieu 
J000-D-1978,J,Wittgenstein and political philosophy : a reexamination of the foundations of social science 
J000-D-1986,J,The politics of hope 
J000-D-1939,J,Beyond politics 
J000-D-1933,J,A history of political thought 
J000-D-1990,J,Interpreting political responsibility : essays, 1981-1989 
J000-D-1985,J,Rethinking modern political theory : essays, 1979-83 
J000-D-1996,J,The history of political theory and other essays 
J000-D-1979,J,Western political theory in the face of the future 
J000-E-1982,J,Realistic utopias : the ideal imaginary societies of the Renaissance, 1516-1630 
J000--2012,J,Existential utopia : new perspectives on utopian thought 
J000-E-2000,J,The end of kings : a history of republics and republicans 
J000-E-1990,J,The descent of Icarus : science and the transformation of contemporary democracy 
J000-F-1992,J,From the rights of man to the republican idea 
J000-F-1990,J,Rights : the new quarrel between the Ancients and the Moderns 
J000-F-2021,J,Postcapitalist desire : the final lectures 
J000-F-1947,J,Masters of Political thought.
J000-F-1984,J,Philosophie politique 
J000-F-1985,J,Philosophie politique 
J000-F-1967,J,An introduction to political theory : twelve lectures at Harvard 
J000-G-2008,J,Philosophy and real politics 
J000-G-2010,J,Politics and the imagination 
J000-G-1970,J,Readings in world politics 
J000-G-2007,J,Black mass : apocalyptic religion and the death of utopia 
J000-H-2009,J,Introduction to political theory 
J000-G-1974,J,Contemporary thought and politics 
J000-G-1976,J,The politics of rational man 
J000-G-1982,J,The politics of Utopia : a study in theory and practice 
J000-G-1957,J,The social contract : a critical study of its development 
J000--1988,J,A guide to the political classics : Plato to Rousseau 
J000-G-1987,J,Political theory : tradition and interpretation 
J000-H-1992,J,A history of modern political thought : major political thinkers from Hobbes to Marx 
J000-H-1994,J,Political ideas and concepts : an introduction 
J000-H-1999,J,Political theory : an introduction.
J000-H-1991,J,The rhetoric of reaction : perversity, futility, jeopardy 
J000-H-1955,J,Science, democracy and Islam, and other essays 
J000-H-1961,J,Political theory : philosophy, ideology, science 
J000-H-1997,J,Political philosophy 
J000-H-1972,J,Philosophy and political action : essays edited for the New York Group of the Society for Philosophy and Public Affairs 
J000-H-1998,J,Political ideologies : an introduction 
J000-H-1989,J,Political choice and social structure : an analysis of actors, interests and rationality 
J000-H-2010,J,Political obligation 
J000--1978,J,An Introduction to political thought : key writings from the major political thinkers 
J000-S-2003,J,Political theorists in context 
J000--2019,J,Issues in political theory 
J000--2008,J,Issues in political theory 
J000--1885,J,Ideal commonwealths 
J000--1994,J,Ideas that shape politics 
J000-J-2005,J,Picture imperfect : Utopian thought for an anti-Utopian age 
J000-J-1993,J,Rethinking political theory : essays in phenomenology and the study of politics 
J000-K-2005,J,International political thought : a historical introduction 
J000-K-2001,J,Political philosophy 
J000-K-2003,J,Governing as governance 
J000-K-1991,J,Utopianism 
J000-K-1968,J,Political theory : its nature and uses 
J000-K-1974,J,The ideology of order : a comparative analysis of Jean Bodin and Thomas Hobbes 
J000-K-1969,J,Essays in the history of political thought 
J000-L-1964,J,Equality in political philosophy.
J000-L-1972,J,Political theory and political science : studies in the methodology of political inquiry 
J000-L-2002,J,Engaging political philosophy : from Hobbes to Rawls 
J000-L-1990,J,The concept of Utopia 
J000-L-2011,J,The concept of utopia 
J000-L-2001,J,The politics of virtue in Enlightenment France 
J000-L-1966,J,The principles of politics 
J000-L-1970,J,From Calvin to Rousseau : tradition and modernity in socio-political thought from the Reformation to the French Revolution 
J000-L-1986,J,Social contract 
J000-M-2006,J,Ethics and politics : selected essays 
J000-M-1998,J,A history of Western political thought 
J000-M-1968,J,Western political theory.
J000-M-1947,J,Constitutionalism, Ancient and Modern 
J000-M-1932,J,The growth of political thought in the West from the Greeks to the end of the Middle Ages 
J000-M-1979,J,Utopian thought in the Western World 
J000-M-2002,J,Impartiality in moral and political philosophy 
J000-M-2009,J,Politics and morality 
J000-M-2003,J,Political philosophy : a very short introduction 
J000-M-1976,J,Social justice 
J000-D-1945,J,Introduction to Utopia 
J000-H-1952,J,More's Utopia : the biography of an idea 
J000-J-1969,J,More's Utopia : ideal and illusion 
J000-M-1997,J,Utopia 
J000-M-2016,J,Utopia 
J000-M-1989,J,Utopia 
J000-M-1969,J,The English Utopia 
J000-S-1957,J,The praise of wisdom : a commentary on the religious and moral problems and backgrounds of St Thomas More's Utopia 
J000-T-2003,J,Utopia 
J000-M-2007,J,An introduction to political philosophy 
J000-M-2005,J,On the political 
J000-M-1946,J,The individual and the state : their relationship historically considered with some of its bearings on the future of civilisation 
J000-M-1966,J,Utopias and utopian thought 
J000-M-1942,J,Political thought : the European tradition 
J000-M-1993,J,Not by reason alone : religion, history, and identity in early modern political thought 
J000-C-1973,J,More's Utopia and his social teaching 
J000-K-1927,J,Thomas More and his Utopia : with a historical introduction 
J000-K-1947,J,Thomas More und seine Utopie : mit einer historischen Einleitung 
J000-L-1983,J,The meaning of More's "Utopia" 
J000-M-1910,J,Utopia 
J000-M-1951,J,Utopia 
J000-M-1965,J,Utopia 
J000-M-1995,J,Utopia 
J000-M-1975,J,Utopia : a new translation, backgrounds, criticism 
J000-M-1852,J,Utopia, or, The happy republic : a philosophical romance 
J000-M-1923,J,Politics and history 
J000-N-2005,J,Power and politics in poststructuralist thought : new theories of the political 
J000--2016,J,Non-penal real utopias 
J000-N-1987,J,Traditions, tyranny and utopias : essays in the politics of awareness 
J000-O-2007,J,Lectures in the history of political thought 
J000-O-1968,J,Moral Principles in Political Philosophy 
J000--2006,J,The Oxford handbook of contextual political analysis 
J000-O-1993,J,Morality and politics in modern Europe : the Harvard lectures 
J000-O-1998,J,The republican legacy in international thought 
J000-P-1979,J,The problem of political obligation : a critical analysis of liberal theory 
J000-P-2008,J,The ends of solidarity : discourse theory in ethics and politics 
J000-P-2004,J,Politics in time : history, institutions, and social analysis 
J000--1971,J,Aware of Utopia 
J000-P-1963,J,Man and society : a critical examination of some important social and political theories from Machiavelli to Marx.
J000-P-1992,J,Man and society : political and social theories from Machiavelli to Marx.
J000-P-1972,J,Politics, language and time : essays on political thought and history 
J000-P-2003,J,The Machiavellian moment : Florentine political thought and the Atlantic republican tradition 
J000-P-1975,J,The Machiavellian moment: Florentine political thought and the Atlantic republican tradition
J000-H-2012,J,Political ideologies : an introduction 
J000-P-1966,J,The open society and its enemies.
J000-P-1970,J,Histoire des idees politiques 
J000-P-1980,J,Judging justice : an introduction to contemporary political philosophy 
J000-P-1997,J,Republicanism : a theory of freedom and government 
J000-P-1991,J,Man and society : political and social theories from Machiavelli to Marx 
J000--1977,J,Political Theory and Praxis : New Perspectives 
J000--1982,J,Political symbolism in modern Europe : essays in honor of George L. Mosse 
J000--1986,J,Political thinkers 
J000--1999,J,Political thought 
J000-P-1911,J,An introduction to the history of the science of politics 
J000-Q-1967,J,Political philosophy 
J000-R-2010,J,Chronicles of consensual times 
J000-R-1976,J,Problems of political philosophy 
J000-R-1995,J,Political theory, modernity and postmodernity : beyond enlightenment and critique 
J000-R-2004,J,An introduction to political thought : a conceptual toolkit 
J000-R-2005,J,Political constructivism 
J000-R-2006,J,Introducing political philosophy 
J000-R-2014,J,Politics 
J000-R-2012,J,On politics : a history of political thought from Herodotus to the present 
J000-R-1990,J,Problems of political philosophy 
J000-S-1951,J,A history of political theory 
J000-S-1963,J,A history of political theory 
J000-S-2007,J,The concept of the political 
J000-S-1996,J,The concept of the political 
J000-S-1970,J,Political ideas and ideologies : a history of political thought 
J000-S-1978,J,The foundations of modern political thought.
J000-S-2002,J,Visions of politics.
J000--1976,J,Social ends and political means 
