child,parent,description
F67-M-2007,F,The Puritan dilemma : the story of John Winthrop 
E621-G-2012,E,Rhode Island's Civil War hospital : life and death at Portsmouth Grove
JV6225-I-2012,JV,International perspectives : integration and inclusion 
E342-R-2007,E,James Madison and the creation of the American republic 
JV8331-M-2012,JV,Journey under surveillance : the overseas emigration policy of the kingdom of Serbs
JV6483-H-2012,JV,Kinship across borders : a Christian ethic of immigration 
E467-F-2013,E,Major General Alexander M. McCook
E451-M-2011,E,Martyr to freedom : the life and death of Captain Daniel Drayton 
JZ6045-S-2011,JZ,Negotiating peace and confronting corruption : challenges for postconflict societies 
JZ5695-M-2011,JZ,The politics of space security : strategic restraint and the pursuit of national interests 
JK421-E-2011,JK,Rational gridlock 
JZ6005-R-2011,JZ,Rewiring regional security in a fragmented world 
JN3838-C-2012,JN,The road to democracy in Germany : the role of state and national elections
E877-T-2006,E,Ronald Reagan and the triumph of American conservatism 
JV7225-I-2011,JV,Integration and inclusion of newcomers and minorities across Canada 
E444-A-2011,E,The life of John Thompson
E840-M-2011,E,No holding back : the 1980 John B. Anderson presidential campaign 
E185-B-2011,E,Pages from a Black radical's notebook : a James Boggs reader 
E501-L-2011,E,Reveille in Washington
E840-G-2013,E,Robert F. Kennedy and the shaping of civil rights
JA84-H-2013,JA,African politics in comparative perspective 
E161-M-2011,E,The archaeology of consumer culture 
JC251-A-2012,JC,Arendt and Adorno : political and philosophical investigations 
E907-S-2012,E,Barack Obama's post-American foreign policy : the limits of engagement 
JZ1312-B-2012,JZ,Beyond great powers and hegemons : why secondary states support
JA71-B-2013,JA,Beyond Habermas : democracy
F1088-R-2012,F,Boundless optimism : Richard McBride's British Columbia 
E908-O-2011,E,Inauguration 
JZ1734-C-2011,JZ,China's quiet rise : peace through integration 
JN40-C-2012,JN,Civic resources and the future of the European Union 
F1210-G-2012,F,Collecting Mexico : museums
JZ1480-C-2012,JZ,Corporate power and globalization in US foreign policy 
E445-A-2011,E,The accidental slaveowner : revisiting a myth of race and finding an American family 
JQ1877-A-2011,JQ,African parliamentary reform 
JN94-A-2012,JN,After the third way : the future of social democracy in Europe 
JC311-A-2011,JC,Against orthodoxy : studies in nationalism 
JS7357-B-2011,JS,Ballot box China : grassroots democracy in the final major one-party state 
JZ5538-C-2011,JZ,Barriers to peace in civil war 
JV7225-T-2012,JV,Becoming multicultural : immigration and the politics of membership in Canada and Germany 
JA80-B-2011,JA,Beyond biopolitics : essays on the governance of life and death 
JV6035-B-2012,JV,Beyond methodological nationalism : research methodologies for cross-border studies 
JV6038-B-2012,JV,Beyond walls and cages : prisons
E185-D-2012,E,Black politics today : the era of socioeconomic transition 
JQ1681-H-2012,JQ,Building democracy in Japan 
JA71-C-2011,JA,Cambridge Handbook of Experimental Political Science 
F2391-J-2012,F,Creole indigeneity : between myth and nation in the Caribbean 
JZ5534-C-2011,JZ,Critical issues in peace and conflict studies : theory
JZ5665-H-2012,JZ,Achieving nuclear ambitions : scientists
E241-W-2013,E,The battles of Kings Mountain and Cowpens : the American Revolution in the Southern backcountry 
JF1351-U-2012,JF,China
JQ1512-P-2012,JQ,China's thought management 
JF529-B-2012,JF,Collective action in organizations : interaction and engagement in an era of technological change 
JS241-N-2012,JS,Comparative metropolitan policy : governing beyond local boundaries in the imagined metropolis 
JZ5588-C-2012,JZ,Comparative regional security governance 
F1026-C-2012,F,A concise history of Canada 
E178-G-2012,E,A Concise History of the United States of America 
JZ1428-C-2011,JZ,Critical perspectives on the responsibility to protect : interrogating theory and practice 
JQ1850-S-2012,JQ,The Arab state : dilemmas of late formation 
JF801-Z-2012,JF,Aristophanic comedy and the challenge of democratic citizenship 
E185-B-2012,E,Beyond forty acres and a mule : African American landowning families since Reconstruction 
JC330-R-2011,JC,Bilderberg people : elite power and consensus in world affairs 
F3442-W-2012,F,Calvete de Estrella's De rebus indicis
F1029-M-2011,F,Chasing the dragon in Shanghai : Canada's early relations with China
JF1525-C-2012,JF,Citizen 2.0 : public and governmental interaction through Web 2.0 technologies 
JN94-M-2013,JN,Coalition government and party mandate : how coalition agreements constrain ministerial action 
JZ5588-B-2012,JZ,Constructing international security : alliances
E195-P-2011,E,Contested commonwealths : essays in American history 
JZ1308-C-2011,JZ,Cosmopolitanism in the age of globalization : citizens without states 
JQ3198-C-2010,JQ,The countries of North Africa : background and issues 
F1034-F-2011,F,Creative subversions : whiteness
JZ6401-B-2011,JZ,American foreign policy and postwar reconstruction : comparing Japan and Iraq 
JZ1251-A-2012,JZ,Anglo-America and its discontents : civilizational identites beyond West and East 
E181-S-2011,E,The archaeology of forts and battlefields 
JN1129-B-2011,JN,British communism : a documentary history 
E184-C-2012,E,Catholics in the American century : recasting narratives of U.S. history 
JQ1512-W-2012,JQ,China's civil service reform 
JV6255-C-2012,JV,Citizenship
JC337-C-2013,JC,Civil society activism under authoritarian rule : a comparative perspective 
JA75-C-2012,JA,Climate clever : how governments can tackle climate change (and still win elections) 
JZ5584-C-2012,JZ,Conflict and peace in Eurasia 
JV6255-C-2011,JV,The contested politics of mobility : borderzones and irregularity 
JZ5534-C-2011,JZ,Critical issues in peace and education 
E185-P-2011,E,Critical race consciousness : reconsidering American ideologies of racial justice 
JC423-S-2011,JC,After capitalism 
E441-D-2012,E,American slavery
E185-A-2011,E,The assassination of Martin Luther King
F1035-O-2012,F,Cartographies of violence : Japanese Canadian women
JZ4997-Y-2013,JZ,China in UN Security Council decision-making on Iraq : conflicting understandings
JQ1510-C-2012,JQ,The Chinese labyrinth : exploring China's model of development 
F3448-L-2012,F,The corner of the living : Ayacucho on the eve of the Shining Path insurgency 
JQ1769-S-2011,JQ,Afghanistan's troubled transition : politics
JZ1480-S-2011,JZ,Can America maintain its political
E185-A-2013,E,African American national biography 
E175-N-2012,E,Debating the end of history : the marketplace
JQ1499-Z-2013,JQ,East Asia : developments and challenges 
JV7590-M-2011,JV,Europe's migrant policies : illusions of integration 
JA80-E-2012,JA,Evolution and morality 
JZ1305-M-2012,JZ,Explaining foreign policy : international diplomacy and the Russo-Georgian War 
E840-W-2012,E,Grand strategy and the presidency : foreign policy
JC233-M-2011,JC,Hegel on political identity : patriotism
JQ1519-S-2012,JQ,Historical dictionary of Chinese intelligence 
JZ6374-M-2011,JZ,Historical dictionary of multinational peacekeeping 
JQ1758-D-2013,JQ,Democratic transition in the Middle East : unmaking power 
JC423-C-2012,JC,Democratization and research methods 
JC359-D-2012,JC,Discovering imperialism : social democracy to World War I 
JV6035-A-2012,JV,Divergence and convergence in the nation state : the roles in religion and migration 
JV6124-M-2011,JV,Emigration and political development 
JQ1698-E-2011,JQ,The evolution of Japan's party system : politics and policy in an era of institutional change 
JZ1761-P-2011,JZ,Explaining Pakistan's foreign policy : escaping India 
E184-Y-2011,E,Facing the Khmer Rouge : a Cambodian journey 
JC233-A-2013,JC,Friedrich Wilhelm Nietzsche : the philosopher of the Second Reich 
JA71-G-2011,JA,Governmentality : current issues and future challenges 
JZ1234-C-2012,JZ,Critical theory in international relations and security studies : interviews and reflections 
F2349-K-2013,F,Emergence of the Afro-Zulians in the trans-Atlantic world (1722-1811) 
JA80-E-2012,JA,Essays on neuroscience and political theory : thinking the body politic 
JZ1570-T-2013,JZ,EU-Turkey relations in the 21st century 
JZ1305-H-2012,JZ,The Eurocentric conception of world politics : western international theory
JC201-B-2012,JC,Foundations of modernity : human agency and the imperial state 
JZ1480-L-2011,JZ,Full spectrum diplomacy and grand strategy : reforming the structure and culture of U.S. foreign policy 
E661-P-2011,E,Helping humanity : American policy and genocide rescue 
E841-S-2012,E,The Cuban Missile Crisis in American memory : myths versus reality 
JK421-C-2012,JK,Cultural competency for public administrators 
JC423-S-2011,JC,Democracy and authenticity : toward a theory of public justification 
E183-M-2012,E,Dwelling in American : dissent
JZ1670-N-2011,JZ,The Euro-Mediterranean partnership and the broader Middle East and North Africa initiative : competing or complementary projects? 
JN30-G-2012,JN,European integration : a concise history 
JZ1570-E-2012,JZ,The European Union and the Arab Spring : promoting democracy and human rights in the Middle East 
JQ1516-Y-2012,JQ,The failure of China's democratic reforms 
JF799-G-2012,JF,From poverty to power : how active citizens and effective states can change the world 
JV6483-C-2012,JV,Frontiers of fear : immigration and insecurity in the United States and Europe 
JA71-I-2012,JA,"Futuro y sus enemigos. English+""The future and its enemies : in defense of political hope "
JZ4841-B-2012,JZ,The global right wing and the clash of world politics 
JZ5675-H-2012,JZ,Handbook of nuclear proliferation 
JQ1850-D-2012,JQ,The dawn of the Arab uprisings : end of an old order? 
JC423-D-2011,JC,Democratic culture : historical and philosophical essays 
JF1525-M-2012,JF,Digital governance : new technologies for improving public service and participation 
JZ1480-D-2012,JZ,Diplomatic security and new embassy compounds 
JF494-L-2013,JF,Direct democracy and minority rights : a critical assessment of the tyranny of the majority in the American states 
E176-F-2011,E,The door of hope : Republican presidents and the first Southern strategy
JF1525-E-2012,JF,Enterprise architecture for connected e-government : practices and innovations 
JZ1308-E-2012,JZ,European cosmopolitanism in question 
JN30-E-2012,JN,European disunion : between sovereignty and solidarity 
JN36-W-2011,JN,The European Parliament's committees : national party influence and legislative empowerment 
JZ1570-K-2012,JZ,The European Union and its eastern neighbours : towards a more ambitious partnership? 
F1035-F-2012,F,Filipinos in Canada : disturbing invisibility 
JN2959-L-2012,JN,French presidential elections 
E184-G-2011,E,German immigration and servitude in America
JZ1310-B-2012,JZ,Great powers in the changing international order 
F3430-A-2011,F,Hillforts of the ancient Andes : Colla warfare
JV6342-C-2013,JV,Cultures of desistance : rehabilitation
JQ1536-J-2012,JQ,Democratizing Taiwan 
JQ1509-W-2012,JQ,Double paradox : rapid growth and rising corruption in China 
JF1525-E-2013,JF,E-procurement management for successful electronic government systems 
JF1351-E-2012,JF,Emerging and potential trends in public management : an age of austerity 
E441-G-2011,E,Fatal self-deception : slaveholding paternalism in the Old South 
E841-S-2012,E,Encyclopedia of the Kennedys : the people and events that shaped America 
E181-A-2011,E,Eyewitness to America's wars 
F1090-P-2011,F,From far and wide : a complete history of Canada's Arctic sovereignty 
JF1525-H-2012,JF,Handbook of research on e-government in emerging economies : adoption
JF1051-E-2012,JF,Electoral systems (Los Angeles
JK31-H-2012,JK,Handbook to American democracy 
JV6217-D-2012,JV,Immigration policymaking in the global era : in pursuit of global talent 
JZ5334-W-2013,JZ,Integrating Africa : decolonization's legacies
JA71-I-2011,JA,Interdisciplinary perspectives in political theory 
JZ5665-M-2012,JZ,The Iranian nuclear crisis : a memoir 
JQ1499-R-2011,JQ,Japan
JQ1879-M-2012,JQ,Managing conflicts in Africa's democratic transitions 
JV8490-A-2011,JV,Migration and diaspora in modern Asia 
E183-C-2012,E,The history of American foreign policy from 1895 
JZ1318-D-2012,JZ,A history of world order and resistance : the making and unmaking of global subjects 
JZ1318-Y-2011,JZ,The idea of world government : from ancient times to the twenty-first century 
JN32-I-2012,JN,The influence of international institutions on the EU : when multilateralism hits Brussels 
JZ4839-I-2012,JZ,International organizations as self-directed actors : a framework for analysis 
E842-M-2011,E,John F. Kennedy : a biography 
JC599-S-2011,JC,Judicial independence and human rights in Latin America : violations
JF1525-L-2012,JF,Leadership in the public sector : promises and pitfalls 
JC251-L-2011,JC,Leo Strauss
JZ5584-P-2012,JZ,The interwar movement for peace in Britain 
JN50-M-2012,JN,Mapping the extreme right in contemporary Europe : from local to transnational 
E743-M-2011,E,The McCarthy era 
E743-W-2011,E,McCarthyism and the Red scare : a reference guide 
JQ3881-A-2009,JQ,The Mubarak leadership and future of democracy in Egypt 
JQ1519-S-2012,JQ,Historical dictionary of the Chinese Communist Party 
JA84-D-2013,JA,A history of social justice and political power in the Middle East : the Circle of Justice from Mesopotamia to globalization 
JN2203-J-2013,JN,The improvised state : sovereignty
JQ292-I-2011,JQ,India's 2009 elections : coalition politics
E185-P-2012,E,The insistent call : rhetorical moments in black anticolonialism
JZ5675-I-2012,JZ,Iran's nuclear programme : strategic implications 
JZ1600-I-2011,JZ,Italy's foreign policy in the twenty-first century : the new assertiveness of an aspiring middle power 
JC327-W-2012,JC,Kashmir's right to secede : a critical examination of contemporary theories of secession 
JZ6009-K-2013,JZ,Korea and East Asia : the stony road to collective security 
JZ1734-D-2011,JZ,Modern China and the new world : the reemergence of the Middle Kingdom in the twenty-first century 
JZ1310-M-2012,JZ,Multipolarity in the 21st century : a new world order 
JC423-E-2012,JC,Imagined democracies : necessary political fictions 
JZ1308-C-2011,JZ,Imperfect cosmopolis : studies in the history of international legal theory and cosmopolitan ideas 
JF51-H-2012,JF,Introduction to comparative politics : the state and its challenges 
JV7590-T-2012,JV,Migrant smuggling : irregular migration from Asia and Africa to Europe 
JZ1622-K-2012,JZ,Moldova : arena of international influences 
E354-A-2011,E,How Britain won the War of 1812 : the Royal Navy's blockades of the United States
JV7233-I-2011,JV,Immigrant settlement policy in Canadian municipalities 
JC327-L-2011,JC,Law and sovereignty in the Middle Ages and the Renaissance 
E743-H-2011,E,McCarthyism and the communist threat 
JA82-M-2011,JA,Medieval political philosophy : a sourcebook 
E159-M-2012,E,Memorializing and preserving the nation : policy and diversity 
JV6033-M-2011,JV,Migration in the global political economy 
E169-B-2013,E,A more conservative place : intellectual culture in the Bush era 
JV6483-I-2011,JV,Immigration in the U.S. : trends
JV6217-W-2011,JV,International migration and economic integration : understanding the immigrant-trade link 
F1035-I-2012,F,Islam in the hinterlands : exploring Muslim cultural politics in Canada 
E169-K-2012,E,"Amerikafahrt. English+""Journey through America "
E185-L-2012,E,The liberatory thought of Martin Luther King Jr. : critical essays on the philosopher King 
JQ281-C-2011,JQ,Lineages of political society : studies in postcolonial democracy 
F1079-C-2011,F,Manufacturing national park nature : photography
E185-M-2012,E,Martin Luther King's biblical epic : his final
JZ6385-H-2012,JZ,My enemy's enemy : proxy warfare in international politics 
E185-B-2011,E,My southern home : or
JV6035-I-2011,JV,International migration 
JV6450-M-2012,JV,The making of modern immigration : an encyclopedia of people and ideas 
JV6225-M-2011,JV,Migration and culture 
E184-H-2013,E,Writing beyond race : living theory and practice 
JA86-S-2011,JA,The sourcebook for political communication research : methods
JC319-L-2012,JC,Theorizing medieval geopolitics : war and world order in the age of the crusades 
E185-B-2012,E,To live an antislavery life : personal politics and the antebellum Black middle class 
JZ1480-L-2012,JZ,Transatlantic relations in the 21st century : Europe
JZ4974-M-2011,JZ,Transforming law and institution : indigenous peoples
JZ1480-S-2011,JZ,The unilateralist temptation in American foreign policy 
JQ247-S-2011,JQ,Values and influence of religion in public administration 
E902-C-2011,E,Vortex of conflict : U.S. policy toward Afghanistan
JQ36-C-2012,JQ,Votes
E354-S-2012,E,The War of 1812 : conflict for a continent 
E183-T-2012,E,A special relationship? : British foreign policy in the era of American hegemony 
E184-S-2011,E,State of white supremacy : racism
JZ6300-S-2012,JZ,Statebuilding and state-formation : the political sociology of intervention 
JN5690-S-2012,JN,Subsidiarity governance : theoretical and empirical models 
JZ6368-S-2011,JZ,Sustained dialogue in conflicts : transformation and change 
JZ6390-D-2012,JZ,Theories of violent conflict : an introduction 
E907-T-2011,E,Transforming America : Barack Obama in the White House 
JZ5930-I-2011,JZ,Transforming NATO : new allies
JV6255-L-2012,JV,Transnational politics and the state : the external voting rights of diasporas 
JV6035-T-2012,JV,Transnationalism and urbanism 
E184-C-2011,E,The urban racial state : managing race relations in American cities 
JF1525-B-2012,JF,Wikileaks : news in the networked era 
JF195-B-2012,JF,The soldier and the changing state : building democratic armies in Africa
JC171-B-2012,JC,States of war : Enlightenment origins of the political 
E908-L-2012,E,The teleological discourse of Barack Obama 
E210-R-2012,E,Three to ride : a ride that defied an empire and spawned a new nation 
E183-K-2011,E,U.S. foreign policy : a documentary and reference guide 
JZ4997-A-2011,JZ,UN peacekeeping in Africa : from the Suez crisis to the Sudan conflicts 
E468-B-2012,E,War upon the land : military strategy and the transformation of southern landscapes during the American Civil War 
JZ5588-W-2012,JZ,War veterans in postwar situations : Chechnya
JZ6392-W-2011,JZ,War
JC479-W-2012,JC,Welfare state
JZ1253-W-2012,JZ,When things go wrong : foreign policy decision making under adverse feedback 
E185-W-2011,E,Who we are : Blacks 
JZ6009-S-2012,JZ,South Asian security : 21st century discourses 
E183-T-2013,E,Tangled titans : the United States and China 
E815-B-2012,E,Truman's triumphs : the 1948 election and the making of postwar America 
JZ1649-T-2012,JZ,Turkey and its neighbors : foreign relations in transition 
JZ1570-T-2011,JZ,Turkey's European future : behind the scenes of America's influence on EU-Turkey relations 
JZ4984-U-2011,JZ,The United Nations 
JQ1758-S-2011,JQ,War and state building in the Middle East 
JV6035-W-2011,JV,What is the impact of emigration? 
JA66-A-2011,JA,21st century political science : a reference handbook 
JC585-L-2011,JC,Law against liberty : the criminalization of dissent 
JZ1318-W-2011,JZ,Political responsibility for a globalised world : after Levinas' humanism 
JC423-M-2013,JC,Democracy and democratization in comparative perspective : conceptions
JZ6009-E-2012,JZ,European homeland security : a European strategy in the making? 
JV6225-C-2012,JV,Cross border migrant organizations in comparative perspective 
JZ1570-E-2012,JZ,EU-ASEAN relations in the 21st century : strategic partnership in the making 
JZ6009-M-2012,JZ,European security : the roles of regional organisations 
JC251-L-2013,JC,"Leo Strauss's defense of the philosophic life : reading What is political philosophy?"" "
JQ1789-M-2010,JQ,Media
JC330-D-2012,JC,Political resurrection in the twentieth century : the fall and rise of political leaders 
JK1764-G-2013,JK,The politics of the American dream : democratic inclusion in contemporary American political culture 
JZ5538-W-2012,JZ,Ways out of war : peacemakers in the Middle East and Balkans 
E183-H-2012,E,America and the rogue states 
E169-A-2012,E,America imagined : explaining the United States in Nineteenth-Century Europe and Latin America 
JA85-L-2012,JA,Creatures of politics : media
E183-S-2013,E,Drawing borders : the American-Canadian relationship during the Gilded Age 
E332-H-2013,E,Dutiful correspondent : philosophical essays on Thomas Jefferson 
JX1706-E-2012,JX,The Embassy in Grosvenor Square : American ambassadors to the United Kingdom
JC355-S-2011,JC,Federalism : a normative theory and its practical relevance 
JZ1242-D-2011,JZ,Key concepts in international relations 
JC479-M-2012,JC,The moral neoliberal : welfare and citizenship in Italy 
JZ1480-L-2012,JZ,Outlier states : American strategies to change
JN3971-T-2011,JN,Political parties and public policy in the German länder : when parties matter 
JZ1480-W-2011,JZ,American foreign policy in regions of conflict : a global perspective 
JZ1308-B-2012,JZ,The anarchical society : a study of order in World politics 
JC312-C-2012,JC,Constructivist theories of ethnic politics 
JZ5930-E-2012,JZ,Crises in the Atlantic alliance : affect and relations among NATO members 
JQ1852-H-2011,JQ,The digital origins of dictatorship and democracy : information technology and political Islam 
JZ1305-B-2012,JZ,"Diplomatie de connivence. English+""Diplomacy of connivance "
JV1817-S-2012,JV,"Enfants de la colonie. English+""Empire's children : race"
JV6035-L-2012,JV,Liberal states and the freedom of movement : selective borders
JZ5538-L-2012,JZ,Local peacebuilding and national peace : interaction between grassroots and elite processes 
E185-M-2011,E,Masculinity in the Black imagination : politics of communicating race and manhood 
JQ3946-D-2011,JQ,Moroccan monarchy and the Islamist challenge : maintaining Makhzen power 
JZ4841-L-2013,JZ,NGOs
JC419-O-2011,JC,On oligarchy : ancient lessons for global politics 
JF1525-O-2012,JF,Open source intelligence in a networked world 
JZ1308-R-2012,JZ,Perpetual war : cosmopolitanism from the viewpoint of violence 
JZ5830-V-2013,JZ,Phantom menace or looming danger? : a new framework for assessing bioweapons threats 
E183-S-2011,E,Allies apart : Heath
E756-A-2012,E,"America's transatlantic turn : Theodore Roosevelt and the discovery"" of Europe "
JN1129-B-2011,JN,The British National Party : contemporary perspectives 
JZ6401-A-2012,JZ,Conflicts and wars : their fallout and prevention 
E184-O-2011,E,Courageous voices of immigrants and transnationals of color : counter narratives against discrimination in schools and beyond 
JF799-D-2012,JF,Democracy in motion : evaluating the practice and impact of deliberative civic engagement 
JC330-E-2011,JC,Evaluation : seeking truth or power? 
JV6035-G-2012,JV,Global migration : challenges in the twenty-first century 
JC574-K-2012,JC,Liberalization Challenges in Hungary : elitism
E713-C-2012,E,Liberty and American anti-imperialism
JC311-Y-2012,JC,Nationalism and the moral psychology of community 
JZ5930-W-2012,JZ,NATO's post-cold war trajectory : decline or regeneration? 
E183-G-2011,E,Patterns of empire : the British and American empires
E185-A-2012,E,The performative sustainability of race : reflections on black culture and the politics of identity 
JZ1305-K-2012,JZ,Polite anarchy in international relations theory 
JC480-S-2012,JC,The politics of authoritarian rule 
JV6483-B-2011,JV,Border wars 
F1021-C-2012,F,Canada
JF799-L-2011,JF,The capacity for civic engagement : public and private worlds of the self 
E885-V-2012,E,Clinton
JZ1242-M-2012,JZ,"Notion du politique"" et la théorie des differends internationaux. English""+""The concept of the political "
JZ1405-B-2012,JZ,Embassies in armed conflict 
JN97-C-2011,JN,Embracing democracy in the western Balkans : from postconflict struggles toward European integration 
JZ1310-M-2011,JZ,Major powers and the quest for status in international politics : global and regional perspectives 
E185-B-2012,E,Meanings beneath the skin : the evolution of African-Americans 
E908-G-2013,E,The moment : Barack Obama
JN50-K-2012,JN,Party transformations in European democracies 
JN6165-D-2012,JN,The politics of Belgium : governing a divided society 
JN40-C-2012,JN,Citizens' initiatives in Europe : procedures and consequences of agenda-setting by citizens 
JN329-B-2012,JN,Comparing devolved governance 
JZ5584-C-2011,JZ,Conflict and human security in Africa : Kenya in perspective 
E661-P-2011,E,Daily life in the progressive era 
E897-G-2011,E,David Petraeus : a biography 
E840-C-2012,E,The decline and fall of the United States Information Agency : American public diplomacy
E178-J-2012,E,A history of the United States 
JQ1631-J-2011,JQ,Japanese politics today : from karaoke to kabuki democracy 
JZ5538-F-2011,JZ,"Faire la paix. English.+""Making peace : the contribution of international institutions "
JZ5588-N-2011,JZ,NATO : the power of partnerships 
E185-N-2011,E,African American national biography. Supplement 2008-2012 
E185-B-2012,E,Before Obama : a reappraisal of Black Reconstruction era politicians 
JA80-B-2012,JA,Biopolitical experience : Foucault
JN238-C-2011,JN,The Cameron-Clegg government : coalition politics in an age of austerity 
JV8132-C-2012,JV,Children of immigrants in a globalized world : a generational experience 
JA71-G-2011,JA,Cosmopolitan political thought : method
E180-K-2013,E,Encyclopedia of local history 
JF799-L-2012,JF,Liberation technology : social media and the struggle for democracy 
JC311-S-2011,JC,National belonging and everyday life : the significance of nationhood in an uncertain world 
E907-O-2012,E,Obama at the crossroads : politics
JF60-Y-2011,JF,Political parties
JZ1318-E-2012,JZ,Encyclopedia of global studies 
JV412-L-2012,JV,Proconsuls : delegated political-military leadership from Rome to America today 
JF1081-R-2011,JF,The quality of government : corruption
JQ281-R-2012,JQ,Re-framing democracy and agency in India : interrogating political society 
E877-H-2012,E,Reagan's mythical America : storytelling as political leadership 
E184-R-2011,E,Redefining American identity : from Cabeza de Vaca to Barack Obama 
JZ5538-S-2012,JZ,The security-development nexus : peace
JN96-S-2012,JN,Socialism vanquished
E415-Q-2012,E,Stephen A. Douglas and Antebellum democracy 
E184-E-2011,E,Transcending racial barriers : toward a mutual obligations approach 
JF1525-R-2012,JF,Transformative political leadership : making a difference in the developing world 
F2230-M-2012,F,Vertical empire : the general resettlement of Indians in the colonial Andes 
E302-H-2011,E,When Benjamin Franklin met the Reverend Whitefield : enlightenment
JK275-B-2011,JK,Politics
E185-M-2012,E,The post-racial ideal 
JZ1480-P-2011,JZ,The practice of public diplomacy : confronting challenges abroad 
JN405-B-2012,JN,Prime ministers in power : political leadership in Britain and Australia 
JZ1305-P-2012,JZ,Public participation in foreign policy 
JV6344-R-2012,JV,Realizing the potential of immigrant youth 
JZ1734-I-2012,JZ,Samudra Manthan : Sino-Indian rivalry in the Indo-Pacific 
JC423-F-2012,JC,Sharing democracy 
JZ1592-H-2011,JZ,A state of peace in Europe : West Germany and the CSCE
E185-M-2011,E,Under a bad sign : criminal self-representation in African American popular culture 
JC355-P-2011,JC,Uniting States : voluntary union in world politics 
JZ1480-R-2011,JZ,The US-EU security relationship : the tensions between a European and a global agenda 
JN6695-W-2012,JN,Waiting for reform under Putin and Medvedev 
JZ4850-C-2011,JZ,Securing approval : domestic politics and multilateral authorization for war 
JZ6368-Q-2011,JZ,Understanding general deterrence : theory and application 
JV7590-M-2013,JV,Central and East European migrants' contributions to social protection 
JN2728-K-2012,JN,Bureaucrats and bourgeois society : office politics and individual credit :  France
JQ1850-B-2006,JQ,Democracy and civil society in Arab political thought : transcultural possibilities 
JC423-A-2013,JC,Democracy and the politics of electoral system choice : engineering electoral dominance 
JF1351-H-2013,JF,Governpreneurship : establishing a thriving entrepreneurial spirit in government 
JN621-B-2012,JN,The House of Lords
JZ1318-M-2012,JZ,The Middle East and globalization : encounters and horizons 
JZ1570-K-2013,JZ,The Middle East peace process and the EU : foreign policy and security strategy in international politics 
JQ1852-M-2009,JQ,Muslims in global politics : identities
JC481-P-2012,JC,The nature of fascism revisited 
JQ229-S-2012,JQ,Vision and strategy in Indian politics : Jawaharlal Nehru's policy choices and the designing of political institutions 
JZ6300-A-2012,JZ,Assessing and restoring natural resources in post-conflict peacebuilding 
JA71-E-2012,JA,Rupture : on the emergence of the political 
F1059-H-2011,F,Muskoka resorts : then and now 
PR6068-H-2013,PR,Harry Potter & the philosopher's stone 
PS3557-S-2013,PS,The signature of all things 
JA71-R-2013,JA,The common good of constitutional democracy : essays in political philosophy and on Catholic social teaching 
JN30-M-2012,JN,The multi-level and polycentric European Union : legal and political studies 
JN40-N-2012,JN,New participatory dimensions in civil society : professionalization and individualized collective action 
E908-D-2012,E,Obama's America : unmaking the American dream 
E183-B-2011,E,The oil prince's legacy : Rockefeller philanthropy in China 
JZ6385-H-2012,JZ,Peace and conflict 2012 
E876-M-2012,E,Planning Reagan's war : conservative strategists and America's Cold War victory 
JN8210-P-2011,JN,Politics and memory of democratic transition : the Spanish model 
JK275-M-2012,JK,The politics of gratitude : scale
JF2112-K-2011,JF,The politics of party funding : state funding to political parties and party competition in western Europe 
E745-D-2011,E,Omar bradley : GENERAL AT WAR 
E185-O-2012,E,The Oxford handbook of African American citizenship
JA74-P-2013,JA,Passions and emotions 
JQ1805-N-2011,JQ,Nationalisms and politics in Turkey : political Islam
E907-E-2012,E,Overreach : leadership in the Obama presidency 
JC337-O-2011,JC,The Oxford handbook of civil society 
E302-K-2011,E,Patrick Henry : first among patriots 
JN231-L-2011,JN,The personalisation of politics in the UK : mediated leadership from Attlee to Cameron 
JC574-B-2011,JC,Political liberalism in Muslim societies 
E840-C-2012,E,Political woman : the big little life of Jeane Kirkpatrick 
E475-U-2011,E,Record of the organizations engaged in the campaign
JZ6392-F-2011,JZ,Morality and war : can war be just in the twenty-first century? 
E230-S-2012,E,My American Revolution 
JQ1729-K-2012,JQ,North Korea : beyond charismatic politics 
E908-R-2012,E,Obama's America : a transformative vision of our national identity 
JF511-L-2011,JF,On legislatures : the puzzle of representation 
JN3971-M-2012,JN,The origins of Christian democracy : politics and confession in modern Germany 
JZ5534-N-2012,JZ,Peace education : how we come to love and hate war 
JF2051-C-2012,JF,Politics at the centre : the selection and removal of party leaders in the Anglo parliamentary democracies 
E163-H-2011,E,The politics of fashion in eighteenth-century America 
JZ1253-P-2012,JZ,Psychology and constructivism in international relations : an ideational alliance 
E175-M-2012,E,Museums
E806-D-2012,E,The plots against the president : FDR
JF1061-P-2011,JF,The political representation of immigrants and minorities : voters
JZ5330-R-2011,JZ,The regional integration manual : quantitative and qualitative methods 
E185-E-2011,E,A nation within a nation : organizing African-American communities before the Civil War 
JC11-H-2011,JC,Nomad citizenship : free-market communism and the slow-motion general strike 
JZ5665-G-2012,JZ,Nuclear statecraft : history and strategy in America's atomic age 
E183-D-2012,E,Our divided political heart : the battle for the American idea in an age of discontent 
JN96-P-2012,JN,Politics and economics of Central and Eastern Europe 
JZ1242-M-2012,JZ,The precautionary principle in international relations : constructing foreign and defense policy in an age of uncertainty 
E748-M-2011,E,The price of honor : the life and times of George Brinton McClellan Jr. 
